Linux 5.11.0-1022-azure (MsVM9) 	12/09/21 	_x86_64_	(2 CPU)

12:56:04        CPU     %user     %nice   %system   %iowait    %steal     %idle
12:58:18        all      8.08      0.00      3.54      0.00      0.00     88.38
12:58:19        all     10.77      0.00      4.10     10.77      0.00     74.36
12:58:20        all      6.00      0.00      2.00      0.00      0.00     92.00
12:58:21        all      4.50      0.00      3.50      0.00      0.00     92.00
12:58:22        all     14.80      0.00      8.16      4.59      0.00     72.45
12:58:23        all      3.02      0.00      2.51      0.00      0.00     94.47
12:58:24        all     15.23      0.00      2.54      5.08      0.00     77.16
12:58:25        all      4.98      0.00      3.48      0.00      0.00     91.54
12:58:26        all      6.03      0.00      3.52      0.50      0.00     89.95
12:58:27        all     10.66      0.00      6.09      6.09      0.00     77.16
12:58:28        all      3.06      0.00      2.04      0.00      0.00     94.90
12:58:29        all     15.42      0.00      7.46      3.98      0.00     73.13
12:58:30        all      5.45      0.00      3.47      0.00      0.00     91.09
12:58:31        all     11.17      0.00      9.64      5.08      0.00     74.11
12:58:32        all      8.67      0.00      3.57      3.06      0.00     84.69
12:58:33        all      7.07      0.00      2.53      0.00      0.00     90.40
12:58:34        all     16.75      0.00      8.12      4.57      0.00     70.56
12:58:35        all      3.55      0.00      2.03      0.00      0.00     94.42
12:58:36        all      9.69      0.00      4.08      4.59      0.00     81.63
12:58:37        all      9.00      0.00      3.50      0.00      0.00     87.50
12:58:38        all      5.56      0.00      2.02      0.00      0.00     92.42
12:58:39        all     12.50      0.00      5.00      5.00      0.00     77.50
12:58:40        all      2.99      0.00      3.48      0.00      0.00     93.53
12:58:41        all     12.06      0.00      4.52      6.03      0.00     77.39
12:58:42        all      7.61      0.00      4.06      0.00      0.00     88.32
12:58:43        all      4.55      0.00      2.02      0.00      0.00     93.43
12:58:44        all     15.46      0.00      5.67      5.15      0.00     73.71
12:58:45        all      4.50      0.00      2.50      0.00      0.00     93.00
12:58:46        all     18.23      0.00      6.25      3.65      0.00     71.88
12:58:47        all      5.03      0.00      3.52      0.00      0.00     91.46
12:58:48        all      5.50      0.00      2.00      0.00      0.00     92.50
12:58:49        all     15.54      0.00      7.77      8.29      0.00     68.39
12:58:50        all      5.88      0.00      4.41      0.00      0.00     89.71
12:58:51        all     14.78      0.00      4.93      6.40      0.00     73.89
12:58:52        all      6.50      0.00      2.50      0.00      0.00     91.00
12:58:53        all      6.03      0.00      2.51      0.00      0.00     91.46
12:58:54        all     12.82      0.00      7.69      7.18      0.00     72.31
12:58:55        all      3.47      0.00      2.97      0.00      0.00     93.56
12:58:56        all     14.14      0.00      5.56      4.55      0.00     75.76
12:58:57        all      3.52      0.00      3.52      0.00      0.00     92.96
12:58:58        all      6.53      0.00      4.02      2.01      0.00     87.44
12:58:59        all     13.13      0.00      7.07      4.04      0.00     75.76
12:59:00        all      3.03      0.00      2.02      0.00      0.00     94.95
12:59:01        all     12.56      0.00      7.04      5.53      0.00     74.87
12:59:02        all      6.93      0.00      3.47      0.00      0.00     89.60
12:59:03        all     11.11      0.00      6.06      4.55      0.00     78.28
12:59:04        all     10.77      0.00      3.08      1.54      0.00     84.62
12:59:05        all      5.50      0.00      2.50      0.00      0.00     92.00
12:59:06        all     15.38      0.00      4.62      4.10      0.00     75.90
12:59:07        all      3.54      0.00      2.02      0.00      0.00     94.44
12:59:08        all     10.00      0.00      7.00      7.00      0.00     76.00
12:59:09        all      6.50      0.00      2.50      0.00      0.00     91.00
12:59:10        all      5.00      0.00      6.00      0.00      0.00     89.00
12:59:11        all     10.66      0.00      5.58      7.11      0.00     76.65
12:59:12        all      5.56      0.00      1.01      0.00      0.00     93.43
12:59:13        all     11.28      0.00      6.15      5.64      0.00     76.92
12:59:14        all      7.04      0.00      3.52      0.00      0.00     89.45
12:59:15        all      5.47      0.00      3.48      0.00      0.00     91.04
12:59:16        all     15.96      0.00      4.79     14.36      0.00     64.89
12:59:17        all      4.06      0.00      2.03      0.00      0.00     93.91
12:59:18        all     14.14      0.00      4.55      7.58      0.00     73.74
12:59:19        all      4.50      0.00      2.50      0.00      0.00     93.00
12:59:20        all      6.03      0.00      3.02      2.51      0.00     88.44
12:59:21        all     10.61      0.00      3.54      2.53      0.00     83.33
12:59:22        all      7.35      0.00      3.92      0.00      0.00     88.73
12:59:23        all     13.57      0.00      4.52      5.03      0.00     76.88
12:59:24        all      5.50      0.00      2.00      0.00      0.00     92.50
12:59:25        all     10.71      0.00      6.12      4.08      0.00     79.08
12:59:26        all      5.08      0.00      3.05      0.00      0.00     91.88
12:59:27        all      2.56      0.00      1.54      0.00      0.00     95.90
12:59:28        all     12.63      0.00      5.05      7.58      0.00     74.75
12:59:29        all      1.53      0.00      1.02      0.00      0.00     97.45
12:59:30        all     14.06      0.00      6.77      6.25      0.00     72.92
12:59:31        all      5.56      0.00      7.07      0.00      0.00     87.37
12:59:32        all      4.55      0.00      2.53      0.00      0.00     92.93
12:59:33        all     15.38      0.00      4.62      4.62      0.00     75.38
12:59:34        all      7.11      0.00      1.52      0.00      0.00     91.37
12:59:35        all     12.18      0.00      7.11      6.09      0.00     74.62
12:59:36        all      6.57      0.00      2.53      0.00      0.00     90.91
12:59:37        all      7.54      0.00      4.52      2.51      0.00     85.43
12:59:38        all     17.26      0.00      4.57      2.54      0.00     75.63
12:59:39        all      6.74      0.00      4.15      0.00      0.00     89.12
12:59:40        all     13.71      0.00      6.09      5.58      0.00     74.62
12:59:41        all      3.05      0.00      2.03      0.00      0.00     94.92
12:59:42        all     14.85      0.00      6.44      3.96      0.00     74.75
12:59:43        all     12.00      0.00      3.50      2.50      0.00     82.00
12:59:44        all      5.00      0.00      2.50      0.00      0.00     92.50
12:59:45        all     13.85      0.00      8.72      4.62      0.00     72.82
12:59:46        all      7.35      0.00      3.43      0.00      0.00     89.22
12:59:47        all     13.92      0.00      5.15      4.12      0.00     76.80
12:59:48        all      2.53      0.00      5.05      0.00      0.00     92.42
12:59:49        all      2.97      0.00      3.47      0.00      0.00     93.56
12:59:50        all     14.87      0.00      7.18      6.67      0.00     71.28
12:59:51        all      2.01      0.00      2.51      0.00      0.00     95.48
12:59:52        all     13.50      0.00      5.00      3.50      0.00     78.00
12:59:53        all      5.97      0.00      4.48      0.00      0.00     89.55
12:59:54        all      6.50      0.00      3.50      0.00      0.00     90.00
12:59:55        all     14.07      0.00      5.53      3.52      0.00     76.88
12:59:56        all      2.51      0.00      3.02      0.00      0.00     94.47
12:59:57        all     13.07      0.00      5.53      5.03      0.00     76.38
12:59:58        all      5.03      0.00      1.51      0.00      0.00     93.47
12:59:59        all      8.96      0.00      2.99      2.99      0.00     85.07
13:00:00        all      6.67      0.00      3.08      1.54      0.00     88.72
13:00:01        all      6.06      0.00      2.02      0.00      0.00     91.92
13:00:02        all     15.42      0.00      6.97      4.48      0.00     73.13
13:00:03        all      5.05      0.00      1.52      0.00      0.00     93.43
13:00:04        all     11.11      0.00      3.54      5.56      0.00     79.80
13:00:05        all      6.44      0.00      1.49      0.00      0.00     92.08
13:00:06        all      6.03      0.00      4.02      0.00      0.00     89.95
13:00:07        all     14.43      0.00      5.47      3.98      0.00     76.12
13:00:08        all      4.46      0.00      4.46      0.00      0.00     91.09
13:00:09        all     13.78      0.00      4.08      5.61      0.00     76.53
13:00:10        all      5.03      0.00      3.02      0.00      0.00     91.96
13:00:11        all      5.03      0.00      2.51      2.01      0.00     90.45
13:00:12        all     12.06      0.00      6.03      3.02      0.00     78.89
13:00:13        all      5.58      0.00      1.52      0.00      0.00     92.89
13:00:14        all     16.49      0.00      6.19      9.79      0.00     67.53
13:00:15        all      4.95      0.00      2.48      0.00      0.00     92.57
13:00:16        all      8.63      0.00      5.08      7.61      0.00     78.68
13:00:17        all     10.77      0.00      3.08      1.03      0.00     85.13
13:00:18        all      5.10      0.00      2.55      0.00      0.00     92.35
13:00:19        all     20.20      0.00      7.58      4.04      0.00     68.18
13:00:20        all      3.55      0.00      1.52      0.00      0.00     94.92
13:00:21        all     10.10      0.00      4.55      4.04      0.00     81.31
13:00:22        all      7.58      0.00      5.05      0.00      0.00     87.37
13:00:23        all      5.03      0.00      3.02      0.00      0.00     91.96
13:00:24        all     12.76      0.00      5.61      5.10      0.00     76.53
13:00:25        all      5.50      0.00      2.00      0.00      0.00     92.50
13:00:26        all     13.61      0.00      3.66      3.66      0.00     79.06
13:00:27        all      2.51      0.00      3.02      0.00      0.00     94.47
13:00:28        all      4.48      0.00      1.49      0.50      0.00     93.53
13:00:29        all     13.00      0.00      4.00      8.00      0.00     75.00
13:00:30        all      4.50      0.00      4.50      0.00      0.00     91.00
13:00:31        all     13.64      0.00     11.62      6.57      0.00     68.18
13:00:32        all      4.08      0.00      2.04      0.00      0.00     93.88
13:00:33        all      8.59      0.00      2.53      3.03      0.00     85.86
13:00:34        all     13.43      0.00      4.98      2.49      0.00     79.10
13:00:35        all      4.06      0.00      2.03      0.00      0.00     93.91
13:00:36        all      9.60      0.00      6.06      4.55      0.00     79.80
13:00:37        all      4.50      0.00      3.00      0.00      0.00     92.50
13:00:38        all     13.85      0.00      7.18      6.15      0.00     72.82
13:00:39        all      3.06      0.00      2.04      0.00      0.00     94.90
13:00:40        all      3.98      0.00      1.99      0.00      0.00     94.03
13:00:41        all     14.43      0.00      6.47      3.98      0.00     75.12
13:00:42        all      5.50      0.00      4.50      0.00      0.00     90.00
13:00:43        all     16.08      0.00      4.52      4.02      0.00     75.38
13:00:44        all      5.53      0.00      2.51      0.00      0.00     91.96
13:00:45        all      4.50      0.00      3.00      0.00      0.00     92.50
13:00:46        all     15.35      0.00      5.94      4.46      0.00     74.26
13:00:47        all      2.50      0.00      3.00      0.00      0.00     94.50
13:00:48        all      8.25      0.00      5.67      5.67      0.00     80.41
13:00:49        all      3.96      0.00      2.48      0.00      0.00     93.56
13:00:50        all      6.74      0.00      2.59      5.18      0.00     85.49
13:00:51        all     11.62      0.00      4.04      2.53      0.00     81.82
13:00:52        all      4.04      0.00      2.02      0.00      0.00     93.94
