procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 4996892 122104 1317592    0    0     0     0  748 5770  5  3 93  0  0 2021-12-09 10:37:01
 0  0      0 4996924 122104 1317592    0    0     0     0  858 6339  5  2 93  0  0 2021-12-09 10:37:02
 0  0      0 4996656 122128 1317640    0    0     0   816 1579 10251 12  4 79  6  0 2021-12-09 10:37:03
 0  0      0 4996672 122128 1317736    0    0     0    32 1065 7328  5  2 94  0  0 2021-12-09 10:37:04
 0  0      0 4996420 122144 1317796    0    0     0   772 1491 11687 12  7 78  4  0 2021-12-09 10:37:05
 0  0      0 4996948 122144 1317848    0    0     0     4  729 5835  5  2 93  0  0 2021-12-09 10:37:06
 0  1      0 4997164 122148 1317872    0    0     0   420 1019 8044  4  3 90  3  0 2021-12-09 10:37:07
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4996924 122152 1317984    0    0     0   344 1202 9002 11  5 83  2  0 2021-12-09 10:37:08
 0  0      0 4996924 122152 1317984    0    0     0    60  754 6011  6  2 92  0  0 2021-12-09 10:37:09
 0  0      0 4996420 122168 1318112    0    0     0   768 1115 9533 14  4 77  5  0 2021-12-09 10:37:10
 0  0      0 4996160 122168 1318116    0    0     0     0  848 6281  4  2 94  0  0 2021-12-09 10:37:11
 5  1      0 4996672 122188 1318216    0    0     0   744 1263 9822 11  4 82  4  0 2021-12-09 10:37:12
 0  0      0 4996672 122192 1318220    0    0     0    52  900 6681  6  2 92  1  0 2021-12-09 10:37:13
 0  0      0 4996672 122192 1318220    0    0     0     0  676 5443  5  3 93  0  0 2021-12-09 10:37:14
 0  0      0 4996664 122212 1318276    0    0     0   704 1437 10740 10  4 80  6  0 2021-12-09 10:37:15
 0  0      0 5026624 122212 1318364    0    0     0     0 1061 6574  5  3 92  0  0 2021-12-09 10:37:16
 2  0      0 5026660 122224 1318468    0    0     0   704 1408 10793 13  6 78  4  0 2021-12-09 10:37:17
 0  0      0 5025904 122224 1318472    0    0     0     4  836 6697  6  4 91  0  0 2021-12-09 10:37:18
 0  0      0 5025644 122224 1318472    0    0     0   260  584 5970  8  3 90  0  0 2021-12-09 10:37:19
 1  0      0 5024644 122248 1318604    0    0     0   812 1375 10383 13  4 79  5  0 2021-12-09 10:37:20
 0  0      0 5024132 122248 1318604    0    0     0     0  839 5635  4  2 94  0  0 2021-12-09 10:37:21
 3  0      0 5023384 122272 1318720    0    0     0   736 1278 11236 14  5 77  5  0 2021-12-09 10:37:22
 0  0      0 5023384 122272 1318724    0    0     0     0  916 6623  5  3 93  0  0 2021-12-09 10:37:23
 0  0      0 5023376 122272 1318728    0    0     0     4  611 5591  5  3 92  0  0 2021-12-09 10:37:24
 0  0      0 5021612 122296 1318788    0    0     0   708 1227 9980 13  5 77  5  0 2021-12-09 10:37:25
 8  0      0 5021628 122296 1318864    0    0     0     0  600 5090  4  2 94  0  0 2021-12-09 10:37:26
 0  0      0 5022628 122312 1318976    0    0     0   720 1343 10434 10  4 81  5  0 2021-12-09 10:37:27
 0  0      0 5023116 122312 1318976    0    0     0     0  951 6576  6  3 92  0  0 2021-12-09 10:37:28
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 5022880 122312 1318976    0    0     0    20  680 5320  6  2 92  0  0 2021-12-09 10:37:29
 0  0      0 5023636 122328 1319052    0    0     0   748 2140 15802 15 10 69  6  0 2021-12-09 10:37:30
 0  0      0 5023636 122328 1319092    0    0     0     0  898 6644  5  3 92  0  0 2021-12-09 10:37:31
 0  0      0 5023636 122336 1319084    0    0     0   724 1388 10184 12  5 78  6  0 2021-12-09 10:37:32
 0  0      0 5023636 122336 1319228    0    0     0     0  801 5993  4  3 94  0  0 2021-12-09 10:37:33
 0  0      0 5023392 122336 1319228    0    0     0    20  771 6659  5  3 92  0  0 2021-12-09 10:37:34
 0  0      0 5023384 122348 1319336    0    0     0   760 1251 10060 11  5 80  5  0 2021-12-09 10:37:35
 0  0      0 5023360 122348 1319336    0    0     0     4 1051 7118  6  3 91  0  0 2021-12-09 10:37:36
 0  1      0 5022628 122380 1319732    0    0     0  1896 1932 12301 12  9 66 14  0 2021-12-09 10:37:37
 0  0      0 5021872 122380 1319692    0    0     0     0  908 6204  7  3 90  1  0 2021-12-09 10:37:38
 0  0      0 5022124 122380 1319696    0    0     0    16 1013 7381  7  3 90  0  0 2021-12-09 10:37:39
 0  0      0 5021872 122404 1319824    0    0     0   800 1420 11247 11  6 78  6  0 2021-12-09 10:37:40
 0  0      0 5021344 122404 1319824    0    0     0     0  683 5728  5  2 93  0  0 2021-12-09 10:37:41
 2  0      0 5021368 122424 1319960    0    0     0   724 1436 10686 14  6 75  6  0 2021-12-09 10:37:42
 0  0      0 5021368 122424 1319960    0    0     0     0  790 6004  4  1 95  0  0 2021-12-09 10:37:43
 1  0      0 5020864 122424 1319960    0    0     0    72  516 4749  4  2 94  0  0 2021-12-09 10:37:44
 0  0      0 5020300 122444 1319940    0    0     0   764 1818 13120 11  7 76  7  0 2021-12-09 10:37:45
 0  0      0 5023636 122444 1316920    0    0     0     0  791 5584  5  2 94  0  0 2021-12-09 10:37:46
 0  0      0 5022880 122468 1317028    0    0     0   776 1333 11208 13  5 76  6  0 2021-12-09 10:37:47
 0  0      0 5023384 122468 1317040    0    0     0     4  706 6230  5  4 91  0  0 2021-12-09 10:37:48
 0  0      0 5023876 122468 1317044    0    0     0     0  534 5010  4  2 94  0  0 2021-12-09 10:37:49
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 5023644 122492 1317136    0    0     0   784 1342 11122 17  4 75  4  0 2021-12-09 10:37:50
 0  0      0 5023636 122492 1317176    0    0     0     0  944 5927  4  3 94  0  0 2021-12-09 10:37:51
 0  0      0 5022888 122504 1317216    0    0     0   768 1370 11050 14  5 77  4  0 2021-12-09 10:37:52
 0  0      0 5022880 122504 1317288    0    0     0     0 1089 7308  5  2 93  0  0 2021-12-09 10:37:53
 0  0      0 5022872 122504 1317288    0    0     0     4  747 6711  6  3 92  0  0 2021-12-09 10:37:54
 0  0      0 5023124 122520 1317320    0    0     0  1088 1339 10344 11  6 74 10  0 2021-12-09 10:37:55
 0  0      0 5022880 122520 1317424    0    0     0     0  706 5672  4  3 93  0  0 2021-12-09 10:37:56
 0  0      0 5020864 122528 1317552    0    0     0   704 1598 11139  9  6 81  5  0 2021-12-09 10:37:57
 0  0      0 5021872 122528 1317552    0    0     0     0 1036 6947  5  4 91  0  0 2021-12-09 10:37:58
 0  0      0 5022124 122528 1317552    0    0     0     0  905 6024  5  2 93  0  0 2021-12-09 10:37:59
 0  0      0 5022588 122544 1317536    0    0     0   792 1752 12430 12  6 78  5  0 2021-12-09 10:38:00
 0  0      0 5022376 122544 1317672    0    0     0     0  605 5318  4  2 94  0  0 2021-12-09 10:38:01
 2  0      0 5022628 122556 1317788    0    0     0   772 1063 10116 12  7 75  6  0 2021-12-09 10:38:02
 0  0      0 5022880 122556 1317788    0    0     0     0  509 4714  2  3 96  0  0 2021-12-09 10:38:03
 0  1      0 5022904 122556 1317792    0    0     0    84  551 4941  4  2 94  1  0 2021-12-09 10:38:04
 0  0      0 5022628 122584 1317904    0    0     0   688 1468 9592 11  5 81  3  0 2021-12-09 10:38:05
 0  0      0 5021872 122584 1317908    0    0     0     4  707 6247  5  2 93  0  0 2021-12-09 10:38:06
 0  0      0 5023132 122604 1318012    0    0     0   780 1622 10916 11  5 78  6  0 2021-12-09 10:38:07
 0  0      0 5023112 122604 1318012    0    0     0     0  918 7068  5  4 92  0  0 2021-12-09 10:38:08
 5  1      0 5023132 122608 1318048    0    0     0   312  838 7046  7  4 88  2  0 2021-12-09 10:38:09
 0  0      0 5023132 122620 1318152    0    0     0   476 1446 11176 13  6 79  2  0 2021-12-09 10:38:10
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 5022880 122620 1318152    0    0     0     0  879 5715  4  2 94  0  0 2021-12-09 10:38:11
 0  0      0 5023128 122632 1318220    0    0     0   780 1269 10533 16  7 74  4  0 2021-12-09 10:38:12
 0  0      0 5023100 122632 1318300    0    0     0     0  602 5180  1  2 97  0  0 2021-12-09 10:38:13
 8  0      0 5021084 122644 1318364    0    0     0   476 1238 9376  9  6 83  3  0 2021-12-09 10:38:14
 1  0      0 5021084 122648 1318424    0    0     0   372 1020 7799  8  4 87  1  0 2021-12-09 10:38:15
 0  0      0 5021084 122648 1318424    0    0     0     0  676 5081  4  3 93  0  0 2021-12-09 10:38:16
 0  0      0 5019824 122656 1318568    0    0     0   792 1640 13115 13  6 76  5  0 2021-12-09 10:38:17
 1  0      0 5019320 122656 1318568    0    0     0     4 1014 7318  7  3 90  0  0 2021-12-09 10:38:18
 3  0      0 5019068 122668 1318692    0    0     0   780 1620 11009 12  4 78  6  0 2021-12-09 10:38:19
 0  0      0 5017052 122668 1318696    0    0     0     0  997 7335 11  4 86  0  0 2021-12-09 10:38:20
 0  0      0 5017052 122668 1318696    0    0     0     0  838 6428  5  2 93  0  0 2021-12-09 10:38:21
 0  0      0 5015540 122680 1318828    0    0     0   740 1485 11016 10  6 80  4  0 2021-12-09 10:38:22
 0  0      0 5016004 122680 1318828    0    0     0     0  957 6120  4  3 94  0  0 2021-12-09 10:38:23
 0  0      0 5015768 122696 1318940    0    0     0   768 1451 10333 13  4 79  5  0 2021-12-09 10:38:24
 0  0      0 5016020 122696 1318972    0    0     0   264 1143 7639  6  3 91  0  0 2021-12-09 10:38:25
 0  0      0 5016008 122696 1318972    0    0     0     0  857 5576  4  2 95  0  0 2021-12-09 10:38:26
 0  0      0 5014748 122704 1319100    0    0     0   744 1802 11932 11  5 77  7  0 2021-12-09 10:38:27
 3  0      0 5015036 122704 1319104    0    0     0     0  692 5353  5  4 92  0  0 2021-12-09 10:38:28
 0  0      0 5015540 122720 1319236    0    0     0   732 1377 12166 11  7 79  4  0 2021-12-09 10:38:29
 2  0      0 5015540 122720 1319240    0    0     0     4 1082 8867  9  9 83  0  0 2021-12-09 10:38:30
 0  0      0 5015532 122720 1319240    0    0     0    20  869 6754  5  3 93  0  0 2021-12-09 10:38:31
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 5015296 122724 1319372    0    0     0   804 1544 11340 10  5 80  5  0 2021-12-09 10:38:32
 1  0      0 5015312 122724 1319380    0    0     0     0  707 5879  3  3 94  0  0 2021-12-09 10:38:33
18  0      0 5014532 122740 1319512    0    0     0   772 1479 10455 11  5 80  4  0 2021-12-09 10:38:34
 0  0      0 5014532 122740 1319512    0    0     0     0 1007 7066  4  4 92  0  0 2021-12-09 10:38:35
 0  0      0 5014532 122740 1319512    0    0     0    20  812 5931  4  2 94  0  0 2021-12-09 10:38:36
 0  0      0 5013776 122752 1319640    0    0     0   776 1221 9935 12  5 78  6  0 2021-12-09 10:38:37
 7  0      0 5014280 122752 1319644    0    0     0     0  791 5288  4  3 94  0  0 2021-12-09 10:38:38
 0  0      0 5014028 122772 1319772    0    0     0   736 1522 11076 13  5 78  5  0 2021-12-09 10:38:39
 0  0      0 5014028 122772 1319772    0    0     0     0  776 5448  6  2 92  0  0 2021-12-09 10:38:40
 8  1      0 5014028 122784 1319768    0    0     0   324  925 7281  6  2 90  3  0 2021-12-09 10:38:41
 0  0      0 5014028 122788 1319920    0    0     0   456 1367 11508 13  5 79  3  0 2021-12-09 10:38:42
 0  0      0 5014260 122788 1319920    0    0     0     0  640 5328  3  2 95  0  0 2021-12-09 10:38:43
 0  0      0 5013524 122808 1320060    0    0     0   792 1517 10174 10  5 82  3  0 2021-12-09 10:38:44
 0  0      0 5014028 122808 1320064    0    0     0     0  932 6438  4  2 94  0  0 2021-12-09 10:38:45
 0  1      0 5014280 122820 1320128    0    0     0   476  987 8484  8  4 85  4  0 2021-12-09 10:38:46
 0  0      0 5014280 122824 1320212    0    0     0   336 1200 8704  8  5 86  2  0 2021-12-09 10:38:47
 0  0      0 5014028 122824 1320212    0    0     0     4  733 6109  3  3 94  0  0 2021-12-09 10:38:48
 0  0      0 5012516 122840 1320348    0    0     0   752 1511 11983 11  8 77  5  0 2021-12-09 10:38:49
 0  0      0 5013272 122840 1320348    0    0     0     0  981 6855  6  4 90  0  0 2021-12-09 10:38:50
 4  0      0 5012516 122860 1320488    0    0     0   912 1019 8989 10  5 81  5  0 2021-12-09 10:38:51
 0  0      0 5012264 122860 1320492    0    0     0     0 1031 7545  5  4 92  0  0 2021-12-09 10:38:52
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 5012264 122860 1320496    0    0     0     0  733 5904  4  2 95  0  0 2021-12-09 10:38:53
 0  0      0 5012012 122880 1320548    0    0     0   736 1370 11879 15  5 75  5  0 2021-12-09 10:38:54
 0  0      0 5012264 122880 1320636    0    0     0     0 1059 6870  3  3 95  0  0 2021-12-09 10:38:55
 1  0      0 5012516 122916 1320772    0    0     0   784 1663 11346 12  4 81  5  0 2021-12-09 10:38:56
 2  0      0 5011996 122916 1320776    0    0     0     0 1000 6167  3  2 95  0  0 2021-12-09 10:38:57
 0  0      0 5011508 122916 1320776    0    0     0     0  868 5929  5  3 93  0  0 2021-12-09 10:38:58
 0  0      0 5012436 122936 1320872    0    0     0   740 1474 10712 13  5 77  6  0 2021-12-09 10:38:59
 0  0      0 5013020 122936 1320920    0    0     0     4  698 6024  8  3 88  0  0 2021-12-09 10:39:00
 0  0      0 5013020 122956 1321056    0    0     0  1116 1257 10097 10  5 77  9  0 2021-12-09 10:39:01
 0  0      0 5020808 122956 1321056    0    0     0     0  816 6018  9  2 89  0  0 2021-12-09 10:39:02
 0  0      0 5021084 122956 1321060    0    0     0     0  799 6697  4  2 95  0  0 2021-12-09 10:39:03
 0  0      0 5019572 122988 1321192    0    0     0   756 1101 10615 13  6 77  4  0 2021-12-09 10:39:04
 0  0      0 5019572 122988 1321192    0    0     0     0  561 5385  6  2 92  0  0 2021-12-09 10:39:05
 0  1      0 5017052 123008 1321588    0    0     0  1796 1861 13902 15  6 70  9  0 2021-12-09 10:39:06
 0  0      0 5019492 123012 1318556    0    0     0   128  769 5795  4  3 92  1  0 2021-12-09 10:39:07
 0  0      0 5020076 123012 1318456    0    0     0     0  706 5814  4  2 94  0  0 2021-12-09 10:39:08
 0  0      0 5020328 123012 1318604    0    0     0   820 1347 12178 20  5 67  8  0 2021-12-09 10:39:09
 0  0      0 5020328 123012 1318604    0    0     0     0  710 5929  9  3 89  0  0 2021-12-09 10:39:10
 0  0      0 5019068 123024 1318740    0    0     0   788 1201 11196 12  5 77  6  0 2021-12-09 10:39:11
 2  0      0 5018816 123024 1318740    0    0     0     4  882 7316 12  5 83  0  0 2021-12-09 10:39:12
 2  0      0 5019320 123024 1318740    0    0     0     0  898 5993  5  4 91  0  0 2021-12-09 10:39:13
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 5018564 123044 1318864    0    0     0   736 1296 10548 12  5 78  5  0 2021-12-09 10:39:14
 0  0      0 5018796 123044 1318864    0    0     0     0  788 5762  4  3 94  0  0 2021-12-09 10:39:15
 0  0      0 5019068 123052 1319016    0    0     0   796 1380 10155 10  3 82  5  0 2021-12-09 10:39:16
 0  0      0 5018832 123052 1319016    0    0     0     8  956 6206  6  2 92  0  0 2021-12-09 10:39:17
 0  0      0 5019068 123052 1319020    0    0     0     4  645 5412  4  3 94  0  0 2021-12-09 10:39:18
