Linux 5.11.0-1022-azure (MsVM9) 	12/09/21 	_x86_64_	(2 CPU)

09:53:20        CPU     %user     %nice   %system   %iowait    %steal     %idle
09:54:37        all      5.47      0.00      4.48      0.00      0.00     90.05
09:54:38        all      4.02      0.00      3.02      0.00      0.00     92.96
09:54:39        all     10.61      0.00      4.04      5.56      0.00     79.80
09:54:40        all      8.63      0.00      4.06      0.00      0.00     87.31
09:54:41        all     15.98      0.00      5.15      0.00      0.00     78.87
09:54:42        all      5.97      0.00      3.48      0.00      0.00     90.55
09:54:43        all     12.69      0.00      4.57      4.06      0.00     78.68
09:54:44        all      7.65      0.00      2.55      0.00      0.00     89.80
09:54:45        all      4.48      0.00      2.99      0.00      0.00     92.54
09:54:46        all     10.66      0.00      5.08      6.09      0.00     78.17
09:54:47        all      4.57      0.00      2.54      0.00      0.00     92.89
09:54:48        all      3.54      0.00      1.01      0.00      0.00     95.45
09:54:49        all      6.09      0.00      2.54      1.02      0.00     90.36
09:54:50        all      8.59      0.00      4.55     13.13      0.00     73.74
09:54:51        all      7.14      0.00      3.57      0.00      0.00     89.29
09:54:52        all      5.10      0.00      2.55      0.00      0.00     92.35
09:54:53        all     10.61      0.00      4.04     14.14      0.00     71.21
09:54:54        all      7.50      0.00      2.50      1.00      0.00     89.00
09:54:55        all      5.10      0.00      2.04      0.00      0.00     92.86
09:54:56        all      3.03      0.00      2.53      0.00      0.00     94.44
09:54:57        all     10.10      0.00      6.57     12.12      0.00     71.21
09:54:58        all      3.55      0.00      2.54      0.00      0.00     93.91
09:54:59        all      4.00      0.00      3.00      0.00      0.00     93.00
09:55:00        all      6.15      0.00      2.56      4.10      0.00     87.18
09:55:01        all      9.50      0.00      5.00      1.50      0.00     84.00
09:55:02        all      5.05      0.00      3.03      0.00      0.00     91.92
09:55:03        all      6.00      0.00      1.00      0.00      0.00     93.00
09:55:04        all     10.15      0.00      4.06      4.06      0.00     81.73
09:55:05        all      6.57      0.00      3.54      0.00      0.00     89.90
09:55:06        all      2.03      0.00      4.06      0.00      0.00     93.91
09:55:07        all      9.79      0.00      5.67      4.12      0.00     80.41
09:55:08        all      3.05      0.00      1.52      0.00      0.00     95.43
09:55:09        all      6.53      0.00      3.52      0.00      0.00     89.95
09:55:10        all      3.05      0.00      2.03      0.00      0.00     94.92
09:55:11        all     11.88      0.00      6.44      4.46      0.00     77.23
09:55:12        all      5.58      0.00      3.05      0.00      0.00     91.37
09:55:13        all      5.05      0.00      2.53      0.00      0.00     92.42
09:55:14        all     15.42      0.00      6.47      3.48      0.00     74.63
09:55:15        all      6.06      0.00      4.04      0.00      0.00     89.90
09:55:16        all      5.50      0.00      2.50      0.00      0.00     92.00
09:55:17        all      5.00      0.00      2.50      0.00      0.00     92.50
09:55:18        all      9.55      0.00      5.03      5.03      0.00     80.40
09:55:19        all      9.33      0.00      4.66      0.00      0.00     86.01
09:55:20        all      4.00      0.00      5.00      0.00      0.00     91.00
09:55:21        all     12.82      0.00      5.13      5.13      0.00     76.92
09:55:22        all      7.18      0.00      3.08      0.00      0.00     89.74
09:55:23        all      4.98      0.00      1.99      0.00      0.00     93.03
09:55:24        all      4.06      0.00      1.52      1.52      0.00     92.89
09:55:25        all     14.72      0.00      4.06      2.54      0.00     78.68
09:55:26        all      5.53      0.00      4.52      0.00      0.00     89.95
09:55:27        all      4.04      0.00      2.53      0.00      0.00     93.43
09:55:28        all      9.69      0.00      4.59      6.63      0.00     79.08
09:55:29        all      6.50      0.00      3.00      0.00      0.00     90.50
09:55:30        all      3.63      0.00      5.70      0.00      0.00     90.67
09:55:31        all      6.47      0.00      3.48      5.47      0.00     84.58
09:55:32        all     10.55      0.00      4.02      0.00      0.00     85.43
09:55:33        all      8.16      0.00      2.55      1.02      0.00     88.27
09:55:34        all      4.48      0.00      3.48      0.00      0.00     92.04
09:55:35        all      8.67      0.00      5.61      4.08      0.00     81.63
09:55:36        all      6.12      0.00      2.04      0.00      0.00     91.84
09:55:37        all      5.45      0.00      2.48      0.00      0.00     92.08
09:55:38        all      9.85      0.00      4.43      4.43      0.00     81.28
09:55:39        all      3.52      0.00      2.01      0.00      0.00     94.47
09:55:40        all      6.06      0.00      2.02      0.00      0.00     91.92
09:55:41        all      5.00      0.00      3.50      0.00      0.00     91.50
09:55:42        all     15.00      0.00      3.50      4.00      0.00     77.50
09:55:43        all      5.94      0.00      4.46      0.00      0.00     89.60
09:55:44        all      3.52      0.00      4.02      0.00      0.00     92.46
09:55:45        all     10.66      0.00      4.06      4.06      0.00     81.22
09:55:46        all      3.55      0.00      2.54      0.00      0.00     93.91
09:55:47        all      5.45      0.00      3.96      0.00      0.00     90.59
09:55:48        all      3.50      0.00      4.00      2.50      0.00     90.00
09:55:49        all     11.56      0.00      5.53      3.02      0.00     79.90
09:55:50        all      7.04      0.00      2.51      0.00      0.00     90.45
09:55:51        all      4.93      0.00      2.46      0.00      0.00     92.61
09:55:52        all     11.79      0.00      4.10      5.13      0.00     78.97
09:55:53        all      7.96      0.00      2.99      0.00      0.00     89.05
09:55:54        all      5.56      0.00      2.53      0.00      0.00     91.92
09:55:55        all     11.06      0.00      3.52      3.52      0.00     81.91
09:55:56        all      7.69      0.00      5.64      2.05      0.00     84.62
09:55:57        all      7.58      0.00      5.05      0.00      0.00     87.37
09:55:58        all      8.12      0.00      4.57      0.00      0.00     87.31
09:55:59        all     23.59      0.00      7.18      5.64      0.00     63.59
09:56:00        all      4.57      0.00      3.55      0.00      0.00     91.88
09:56:01        all      4.46      0.00      2.48      0.00      0.00     93.07
09:56:02        all     12.18      0.00      3.05      3.55      0.00     81.22
09:56:03        all      8.00      0.00      5.00      1.50      0.00     85.50
09:56:04        all      5.58      0.00      2.54      0.00      0.00     91.88
09:56:05        all      5.10      0.00      2.55      0.00      0.00     92.35
09:56:06        all     11.06      0.00      5.03      4.02      0.00     79.90
09:56:07        all      4.50      0.00      3.00      0.00      0.00     92.50
09:56:08        all      4.06      0.00      1.52      0.00      0.00     94.42
09:56:09        all     10.15      0.00      5.08      4.57      0.00     80.20
09:56:10        all      4.02      0.00      2.51      0.00      0.00     93.47
09:56:11        all      5.10      0.00      2.04      0.00      0.00     92.86
09:56:12        all      7.54      0.00      1.51      0.00      0.00     90.95
09:56:13        all     11.22      0.00      4.59      6.12      0.00     78.06
09:56:14        all      8.08      0.00      3.03      0.00      0.00     88.89
09:56:15        all      4.04      0.00      2.02      0.00      0.00     93.94
09:56:16        all      8.04      0.00      6.53      4.52      0.00     80.90
09:56:17        all      5.03      0.00      2.51      0.00      0.00     92.46
09:56:18        all      4.55      0.00      2.53      0.00      0.00     92.93
09:56:19        all      4.06      0.00      3.55      0.00      0.00     92.39
09:56:20        all     10.61      0.00      4.55      4.04      0.00     80.81
09:56:21        all      5.00      0.00      4.00      0.00      0.00     91.00
09:56:22        all      4.62      0.00      2.05      0.00      0.00     93.33
09:56:23        all     11.17      0.00      4.57      4.57      0.00     79.70
09:56:24        all     10.10      0.00      4.55      0.00      0.00     85.35
09:56:25        all      3.48      0.00      3.98      0.00      0.00     92.54
09:56:26        all      6.63      0.00      2.04      0.00      0.00     91.33
09:56:27        all      4.06      0.00      2.54      0.00      0.00     93.40
09:56:28        all      2.51      0.00      3.52      0.00      0.00     93.97
09:56:29        all      4.02      0.00      3.02      0.00      0.00     92.96
09:56:30        all      2.97      0.00      9.41      0.00      0.00     87.62
09:56:31        all      4.93      0.00      2.46      0.00      0.00     92.61
09:56:32        all      7.58      0.00      1.52      0.00      0.00     90.91
09:56:33        all      5.08      0.00      3.55      0.00      0.00     91.37
09:56:34        all      5.47      0.00      2.99      0.00      0.00     91.54
09:56:35        all      3.54      0.00      2.53      0.00      0.00     93.94
09:56:36        all      4.10      0.00      2.05      0.00      0.00     93.85
09:56:37        all      6.06      0.00      3.03      0.00      0.00     90.91
09:56:38        all      4.48      0.00      2.99      0.00      0.00     92.54
09:56:39        all      4.55      0.00      1.52      0.00      0.00     93.94
09:56:40        all      3.54      0.00      1.52      0.00      0.00     94.95
09:56:41        all      4.57      0.00      1.52      0.00      0.00     93.91
09:56:42        all      5.42      0.00      3.94      0.00      0.00     90.64
09:56:43        all      6.00      0.00      1.50      0.00      0.00     92.50
09:56:44        all      5.03      0.00      2.01      0.00      0.00     92.96
09:56:45        all      4.98      0.00      2.99      0.00      0.00     92.04
09:56:46        all      2.51      0.00      3.02      0.00      0.00     94.47
09:56:47        all      3.03      0.00      3.03      0.00      0.00     93.94
09:56:48        all      2.50      0.00      1.50      0.00      0.00     96.00
09:56:49        all      4.52      0.00      1.51      0.00      0.00     93.97
09:56:50        all      3.50      0.00      2.00      0.00      0.00     94.50
09:56:51        all      3.54      0.00      3.03      0.00      0.00     93.43
09:56:52        all      7.11      0.00      3.55      0.00      0.00     89.34
09:56:53        all      4.62      0.00      2.56      0.51      0.00     92.31
09:56:54        all      2.49      0.00      3.98      0.00      0.00     93.53
09:56:55        all      3.02      0.00      3.02      0.00      0.00     93.97
09:56:56        all      4.08      0.00      1.02      0.00      0.00     94.90
09:56:57        all      5.03      0.00      3.02      0.00      0.00     91.96
09:56:58        all      3.47      0.00      3.47      0.00      0.00     93.07
09:56:59        all      4.55      0.00      4.04      0.00      0.00     91.41
09:57:00        all      2.99      0.00      3.48      0.00      0.00     93.53
09:57:01        all      3.61      0.00      1.03      0.00      0.00     95.36
09:57:02        all      5.50      0.00      2.50      0.00      0.00     92.00
09:57:03        all      3.57      0.00      1.53      0.00      0.00     94.90
09:57:04        all      4.98      0.00      3.48      0.00      0.00     91.54
09:57:05        all      2.03      0.00      3.05      0.00      0.00     94.92
09:57:06        all      4.02      0.00      2.01      0.00      0.00     93.97
09:57:07        all      3.57      0.00      2.55      0.00      0.00     93.88
09:57:08        all      3.57      0.00      1.02      0.00      0.00     95.41
09:57:09        all      4.12      0.00      1.55      0.00      0.00     94.33
09:57:10        all      3.02      0.00      3.52      0.00      0.00     93.47
09:57:11        all      4.00      0.00      3.00      0.00      0.00     93.00
09:57:12        all      9.95      0.00      4.48      0.00      0.00     85.57
09:57:13        all      6.15      0.00      3.59      0.00      0.00     90.26
09:57:14        all      5.00      0.00      3.00      0.00      0.00     92.00
09:57:15        all      4.59      0.00      1.53      0.51      0.00     93.37
09:57:16        all      3.05      0.00      1.52      0.00      0.00     95.43
09:57:17        all      3.47      0.00      4.46      0.00      0.00     92.08
09:57:18        all      3.02      0.00      2.01      0.00      0.00     94.97
09:57:19        all      5.10      0.00      2.04      0.00      0.00     92.86
09:57:20        all      4.48      0.00      1.99      0.00      0.00     93.53
09:57:21        all      4.12      0.00      2.06      0.00      0.00     93.81
Linux 5.11.0-1022-azure (MsVM9) 	12/09/21 	_x86_64_	(2 CPU)
