procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4889968 128316 1521380    0    0    35    72  328  268  5  2 92  1  0 2021-12-09 12:56:05
 0  0      0 4889944 128316 1521384    0    0     0     0  456 4284  2  2 95  0  0 2021-12-09 12:56:06
 0  0      0 4867616 128316 1521384    0    0     0     0  613 5251  5  5 91  0  0 2021-12-09 12:56:07
 0  0      0 4867348 128316 1521404    0    0     0     0  405 4433  3  2 96  0  0 2021-12-09 12:56:08
 0  0      0 4866852 128316 1521404    0    0     0     0  638 5394  5  3 93  0  0 2021-12-09 12:56:09
 2  0      0 4860780 128316 1521404    0    0     0     0  925 7042  6  3 91  0  0 2021-12-09 12:56:10
 4  0      0 4812884 128316 1521404    0    0     0     4  348 10529 68  6 26  0  0 2021-12-09 12:56:11
 0  0      0 4792188 128316 1521408    0    0     0     0  581 6588 46  5 49  0  0 2021-12-09 12:56:12
 2  0      0 4791684 128316 1521408    0    0     0     0  701 5477  6  2 91  0  0 2021-12-09 12:56:13
 0  0      0 4791180 128320 1521484    0    0     0   844 1482 12336 17  6 70  7  0 2021-12-09 12:56:14
 0  0      0 4791180 128320 1521584    0    0     0     0  735 6145  6  3 92  0  0 2021-12-09 12:56:15
 0  0      0 4791180 128320 1521588    0    0     0     0  953 6431  5  2 94  0  0 2021-12-09 12:56:16
 0  0      0 4784376 128328 1521776    0    0     0   804 1201 10321 13  8 76  4  0 2021-12-09 12:56:17
 0  0      0 4786392 128328 1521776    0    0     0     4  875 6638  4  3 93  0  0 2021-12-09 12:56:18
 0  0      0 4786140 128336 1522220    0    0     0  1888 1918 13915 16  8 64 13  0 2021-12-09 12:56:19
 0  0      0 4784536 128336 1522196    0    0     0     0  706 5526  2  3 95  0  0 2021-12-09 12:56:20
 0  1      0 4785080 128336 1522200    0    0     0    96  959 6929  6  3 91  1  0 2021-12-09 12:56:21
 0  0      0 4783044 128340 1522372    0    0     0   748 1267 10156 17  5 75  5  0 2021-12-09 12:56:22
 1  0      0 4784596 128340 1522372    0    0     0     0  773 5339  5  2 93  0  0 2021-12-09 12:56:23
 0  0      0 4782832 128348 1522540    0    0     0   776 1617 11713 13  5 79  4  0 2021-12-09 12:56:24
 0  0      0 4783588 128348 1522548    0    0     0     0  871 5986  5  2 93  0  0 2021-12-09 12:56:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  1      0 4782328 128360 1522536    0    0     0   792 1512 11462 10  6 80  4  0 2021-12-09 12:56:26
 1  0      0 4782832 128360 1522708    0    0     0    24  968 6651  4  3 93  0  0 2021-12-09 12:56:27
 0  0      0 4783760 128360 1522708    0    0     0     0  840 5862  3  3 94  0  0 2021-12-09 12:56:28
 1  0      0 4783336 128364 1522904    0    0     0   820 1532 12104 17  9 70  4  0 2021-12-09 12:56:29
 0  0      0 4783588 128364 1522904    0    0     0     4 1152 8990  5  9 85  0  0 2021-12-09 12:56:30
 0  0      0 4782328 128368 1522900    0    0     0   756 1384 10402 16  3 76  5  0 2021-12-09 12:56:31
 0  0      0 4782572 128368 1523088    0    0     0     0  617 5242  6  3 90  0  0 2021-12-09 12:56:32
 0  0      0 4782320 128368 1523088    0    0     0     0  881 7405  9  6 85  0  0 2021-12-09 12:56:33
 0  0      0 4778792 128372 1523256    0    0     0   792 1449 11359 13  7 74  6  0 2021-12-09 12:56:34
 0  0      0 4779040 128372 1523256    0    0     0     0  661 5145  3  5 92  0  0 2021-12-09 12:56:35
 0  0      0 4777784 128372 1523424    0    0     0   800 1272 11599 15  4 75  6  0 2021-12-09 12:56:36
 0  0      0 4778000 128372 1523536    0    0     0   256  777 6351  7  3 91  0  0 2021-12-09 12:56:37
 7  0      0 4778776 128372 1523552    0    0     0   164  713 5683  3  3 92  2  0 2021-12-09 12:56:38
 0  0      0 4778012 128376 1523720    0    0     0   692 1615 12172 16  6 75  2  0 2021-12-09 12:56:39
 0  0      0 4778020 128376 1523724    0    0     0     0  543 5131  6  2 92  0  0 2021-12-09 12:56:40
 0  0      0 4776144 128384 1523896    0    0     0   752 1385 11489 20  6 70  5  0 2021-12-09 12:56:41
 0  0      0 4777508 128384 1523900    0    0     0    64  936 6068  6  3 91  0  0 2021-12-09 12:56:42
 5  1      0 4778272 128388 1523928    0    0     0   496 1039 7610  7  4 86  2  0 2021-12-09 12:56:43
 0  0      0 4777684 128388 1524068    0    0     0   432 1203 9521 10  3 85  2  0 2021-12-09 12:56:44
 0  0      0 4781496 128388 1524072    0    0     0     0  898 6942  5  4 91  0  0 2021-12-09 12:56:45
 3  0      0 4782060 128392 1524264    0    0     0   864 1327 10165 14  5 77  5  0 2021-12-09 12:56:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 4776964 128392 1524264    0    0     0   120  526 4869  4  3 93  0  0 2021-12-09 12:56:47
 0  0      0 4773588 128392 1524332    0    0     0   908 1490 10306 10  5 80  6  0 2021-12-09 12:56:48
 0  0      0 4773940 128392 1524444    0    0     0     0  896 6368  8  1 92  0  0 2021-12-09 12:56:49
 0  0      0 4774444 128392 1524444    0    0     0     0  873 6368  4  3 94  0  0 2021-12-09 12:56:50
 0  0      0 4771168 128392 1524620    0    0     0   760 1381 10628 14  5 76  6  0 2021-12-09 12:56:51
 0  0      0 4771168 128392 1524628    0    0     0     0  759 6104  4  3 93  0  0 2021-12-09 12:56:52
 1  0      0 4773436 128396 1524792    0    0     0   792 1380 11623 16  5 74  5  0 2021-12-09 12:56:53
 0  0      0 4773668 128396 1524796    0    0     0     4  744 5536  4  3 94  0  0 2021-12-09 12:56:54
 2  2      0 4773688 128400 1524840    0    0     0   280  767 6161  3  2 93  2  0 2021-12-09 12:56:55
 0  0      0 4772368 128404 1524984    0    0     0   500 1388 9166 10  5 82  3  0 2021-12-09 12:56:56
