Linux 5.11.0-1022-azure (MsVM9) 	12/09/21 	_x86_64_	(2 CPU)

10:08:24        CPU     %user     %nice   %system   %iowait    %steal     %idle
10:08:25        all      3.06      0.00      2.55      0.00      0.00     94.39
10:08:26        all      4.46      0.00      2.97      0.00      0.00     92.57
10:08:27        all      2.54      0.00      1.52      0.00      0.00     95.94
10:08:28        all      5.50      0.00      4.00      0.00      0.00     90.50
10:08:29        all      3.05      0.00      2.54      0.51      0.00     93.91
10:08:30        all      5.53      0.00     11.06      0.00      0.00     83.42
10:08:31        all      7.18      0.00      3.08      0.00      0.00     89.74
10:08:32        all     70.35      0.00      6.03      0.00      0.00     23.62
10:08:33        all     30.15      0.00      3.52      0.00      0.00     66.33
10:08:34        all      5.97      0.00      3.98      0.00      0.00     90.05
10:08:35        all     15.90      0.00      5.64      5.13      0.00     73.33
10:08:36        all      4.59      0.00      2.55      0.00      0.00     92.86
10:08:37        all      7.04      0.00      3.52      0.00      0.00     89.45
10:08:38        all     13.86      0.00      4.95      5.45      0.00     75.74
10:08:39        all      3.50      0.00      3.00      0.00      0.00     93.50
10:08:40        all     12.24      0.00      5.10      6.63      0.00     76.02
10:08:41        all     10.26      0.00      5.13      0.00      0.00     84.62
10:08:42        all      4.02      0.00      4.02      0.00      0.00     91.96
10:08:43        all     19.90      0.00      9.95      4.71      0.00     65.45
10:08:44        all     15.82      0.00      4.08      0.00      0.00     80.10
10:08:45        all      3.05      0.00      3.05      0.00      0.00     93.91
10:08:46        all     14.57      0.00      5.03      4.02      0.00     76.38
10:08:47        all      4.59      0.00      1.53      0.00      0.00     93.88
10:08:48        all      4.06      0.00      3.05      1.02      0.00     91.88
10:08:49        all     13.50      0.00      6.50      4.00      0.00     76.00
10:08:50        all      3.52      0.00      3.52      0.00      0.00     92.96
10:08:51        all     11.73      0.00      3.57      6.63      0.00     78.06
10:08:52        all      3.55      0.00      2.54      0.00      0.00     93.91
10:08:53        all      5.03      0.00      2.01      0.00      0.00     92.96
10:08:54        all     17.17      0.00      6.06      4.04      0.00     72.73
10:08:55        all      4.02      0.00      3.02      0.00      0.00     92.96
10:08:56        all      6.06      0.00      4.04      4.04      0.00     85.86
10:08:57        all     15.08      0.00      5.53      1.51      0.00     77.89
10:08:58        all      3.03      0.00      3.54      0.00      0.00     93.43
10:08:59        all     11.56      0.00      3.02      3.52      0.00     81.91
10:09:00        all      5.64      0.00      2.05      0.00      0.00     92.31
10:09:01        all      3.03      0.00      2.53      0.00      0.00     94.44
10:09:02        all     13.02      0.00      3.12      7.81      0.00     76.04
10:09:03        all      5.00      0.00      2.00      0.00      0.00     93.00
10:09:04        all     10.05      0.00      3.52      3.52      0.00     82.91
10:09:05        all      9.18      0.00      4.08      2.04      0.00     84.69
10:09:06        all      5.08      0.00      3.55      0.00      0.00     91.37
10:09:07        all     10.55      0.00      5.03      5.53      0.00     78.89
10:09:08        all      4.98      0.00      3.48      0.00      0.00     91.54
10:09:09        all      4.08      0.00      3.06      0.00      0.00     92.86
10:09:10        all     12.94      0.00      4.98      4.48      0.00     77.61
10:09:11        all      5.91      0.00      2.46      0.00      0.00     91.63
10:09:12        all      8.50      0.00      4.00      6.00      0.00     81.50
10:09:13        all      6.50      0.00      3.00      0.00      0.00     90.50
10:09:14        all      7.11      0.00      3.55      0.00      0.00     89.34
10:09:15        all     12.94      0.00      5.97     13.93      0.00     67.16
10:09:16        all      5.15      0.00      1.55      0.00      0.00     93.30
10:09:17        all      6.57      0.00      3.03      0.00      0.00     90.40
10:09:18        all      9.60      0.00      5.56      4.55      0.00     80.30
10:09:19        all      3.08      0.00      0.51      0.00      0.00     96.41
10:09:20        all     10.66      0.00      4.57      5.08      0.00     79.70
10:09:21        all      5.61      0.00      3.06      0.00      0.00     91.33
10:09:22        all      4.02      0.00      3.52      0.00      0.00     92.46
10:09:23        all     13.86      0.00      4.95      5.94      0.00     75.25
10:09:24        all      8.12      0.00      3.05      0.00      0.00     88.83
10:09:25        all      5.10      0.00      3.06      0.00      0.00     91.84
10:09:26        all     22.40      0.00      5.21      7.81      0.00     64.58
10:09:27        all      5.05      0.00      2.53      0.00      0.00     92.42
10:09:28        all      6.19      0.00      4.64      4.64      0.00     84.54
10:09:29        all      7.14      0.00      2.55      1.02      0.00     89.29
10:09:30        all      3.94      0.00      3.45      0.00      0.00     92.61
10:09:31        all     10.10      0.00      5.05      5.05      0.00     79.80
10:09:32        all      7.14      0.00      9.18      0.00      0.00     83.67
10:09:33        all      4.02      0.00      3.02      0.00      0.00     92.96
10:09:34        all     16.24      0.00      5.08      4.06      0.00     74.62
10:09:35        all      6.93      0.00      4.95      0.99      0.00     87.13
10:09:36        all     12.81      0.00      5.91      5.91      0.00     75.37
10:09:37        all      4.64      0.00      2.06      0.00      0.00     93.30
10:09:38        all      2.01      0.00      3.02      0.00      0.00     94.97
10:09:39        all     11.50      0.00      5.00      6.00      0.00     77.50
10:09:40        all      9.00      0.00      4.00      0.00      0.00     87.00
10:09:41        all      6.57      0.00      2.02      0.00      0.00     91.41
10:09:42        all     15.31      0.00      7.14      7.14      0.00     70.41
10:09:43        all      2.54      0.00      2.03      0.00      0.00     95.43
10:09:44        all     13.64      0.00      6.06      3.54      0.00     76.77
10:09:45        all      5.10      0.00      2.55      0.00      0.00     92.35
10:09:46        all      4.46      0.00      3.47      0.00      0.00     92.08
10:09:47        all     10.20      0.00      4.08      6.12      0.00     79.59
10:09:48        all      5.97      0.00      2.99      0.00      0.00     91.04
10:09:49        all      4.08      0.00      2.04      1.02      0.00     92.86
10:09:50        all     12.06      0.00      6.53      4.02      0.00     77.39
10:09:51        all      3.47      0.00      3.47      0.00      0.00     93.07
10:09:52        all     10.15      0.00      3.55      3.55      0.00     82.74
10:09:53        all      5.05      0.00      3.03      0.00      0.00     91.92
10:09:54        all      7.00      0.00      2.00      0.00      0.00     91.00
10:09:55        all     12.31      0.00      5.13      4.10      0.00     78.46
10:09:56        all      6.53      0.00      2.51      0.00      0.00     90.95
10:09:57        all      8.72      0.00      3.59      3.08      0.00     84.62
10:09:58        all      7.54      0.00      2.51      1.51      0.00     88.44
10:09:59        all      4.52      0.00      3.52      0.00      0.00     91.96
10:10:00        all     10.34      0.00      6.90      4.93      0.00     77.83
10:10:01        all      5.03      0.00      4.02      0.00      0.00     90.95
10:10:02        all      7.00      0.00      3.00      0.00      0.00     90.00
10:10:03        all     11.28      0.00      5.64      5.13      0.00     77.95
10:10:04        all      8.12      0.00      4.57      0.00      0.00     87.31
10:10:05        all     11.56      0.00      6.03      5.03      0.00     77.39
10:10:06        all      9.00      0.00      3.00      0.00      0.00     88.00
10:10:07        all      5.67      0.00      2.06      0.00      0.00     92.27
10:10:08        all     15.98      0.00      7.73      5.15      0.00     71.13
10:10:09        all      5.61      0.00      1.53      0.00      0.00     92.86
10:10:10        all      2.53      0.00      2.02      2.02      0.00     93.43
10:10:11        all     16.84      0.00      4.59      5.10      0.00     73.47
10:10:12        all      2.51      0.00      3.52      0.00      0.00     93.97
10:10:13        all     10.26      0.00      5.64      7.18      0.00     76.92
10:10:14        all     10.45      0.00      5.97      4.48      0.00     79.10
10:10:15        all      3.92      0.00      4.90      0.00      0.00     91.18
10:10:16        all     13.85      0.00      5.13     10.26      0.00     70.77
10:10:17        all      4.52      0.00      4.02      0.00      0.00     91.46
10:10:18        all      6.09      0.00      2.03      0.00      0.00     91.88
10:10:19        all     17.09      0.00      7.04      7.04      0.00     68.84
10:10:20        all      3.52      0.00      1.51      0.00      0.00     94.97
10:10:21        all      6.47      0.00      4.98      1.00      0.00     87.56
10:10:22        all     11.22      0.00      3.57      3.06      0.00     82.14
10:10:23        all      2.99      0.00      3.48      0.00      0.00     93.53
10:10:24        all     16.33      0.00      4.59      7.65      0.00     71.43
10:10:25        all      7.00      0.00      3.00      0.00      0.00     90.00
10:10:26        all      3.54      0.00      3.54      0.00      0.00     92.93
10:10:27        all     13.50      0.00      5.50      3.50      0.00     77.50
10:10:28        all      4.98      0.00      2.99      0.00      0.00     92.04
10:10:29        all      5.61      0.00      5.61      2.55      0.00     86.22
10:10:30        all     11.94      0.00      3.48      2.49      0.00     82.09
10:10:31        all      2.55      0.00      6.63      0.00      0.00     90.82
10:10:32        all     13.64      0.00      3.54      4.04      0.00     78.79
10:10:33        all      5.05      0.00      2.53      0.00      0.00     92.42
10:10:34        all      6.67      0.00      2.05      0.00      0.00     91.28
10:10:35        all     12.12      0.00      5.05      3.54      0.00     79.29
10:10:36        all      4.57      0.00      2.03      0.00      0.00     93.40
10:10:37        all     11.11      0.00      4.04      4.04      0.00     80.81
10:10:38        all      5.58      0.00      2.03      0.00      0.00     92.39
10:10:39        all      4.55      0.00      1.52      0.00      0.00     93.94
10:10:40        all      9.18      0.00      4.59      5.61      0.00     80.61
10:10:41        all      5.47      0.00      3.48      1.00      0.00     90.05
10:10:42        all      3.50      0.00      2.00      0.00      0.00     94.50
10:10:43        all      8.33      0.00      3.65      5.21      0.00     82.81
10:10:44        all      4.62      0.00      2.05      0.00      0.00     93.33
10:10:45        all     10.55      0.00      4.52      4.52      0.00     80.40
10:10:46        all      7.07      0.00      2.53      0.00      0.00     90.40
10:10:47        all      3.02      0.00      2.51      0.00      0.00     94.47
10:10:48        all     17.35      0.00      6.12     14.80      0.00     61.73
10:10:49        all      6.50      0.00      3.50      0.00      0.00     90.00
10:10:50        all      4.06      0.00      4.06      0.00      0.00     91.88
10:10:51        all     17.19      0.00      7.29      4.69      0.00     70.83
10:10:52        all      4.00      0.00      2.00      0.00      0.00     94.00
10:10:53        all      8.00      0.00      4.50      4.00      0.00     83.50
10:10:54        all      9.55      0.00      5.53      0.50      0.00     84.42
10:10:55        all      7.00      0.00      2.00      0.00      0.00     91.00
10:10:56        all     13.79      0.00      5.42      3.94      0.00     76.85
10:10:57        all      4.48      0.00      4.48      0.00      0.00     91.04
10:10:58        all      4.57      0.00      2.03      0.00      0.00     93.40
10:10:59        all     12.69      0.00      5.58      6.09      0.00     75.63
10:11:00        all      3.55      0.00      1.52      0.00      0.00     94.92
10:11:01        all     11.68      0.00      3.55      3.55      0.00     81.22
