procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 5077976  98180 1296924    0    0     0     0  743 6110  8  3 89  0  0 2021-12-09 09:59:32
 1  0      0 5077472  98180 1296924    0    0     0     4 1153 7775  6  4 90  0  0 2021-12-09 09:59:33
 0  0      0 5077456  98272 1296940    0    0     0   768 1554 12147 16  8 72  5  0 2021-12-09 09:59:34
 1  0      0 5077488  98272 1297000    0    0     0     0  740 6239  7  2 91  0  0 2021-12-09 09:59:35
 0  0      0 5077992  98272 1297000    0    0     0     0  690 5496  4  3 94  0  0 2021-12-09 09:59:36
 1  0      0 5077984  98348 1297080    0    0     0   708 1473 11136 11  4 72 14  0 2021-12-09 09:59:37
 0  0      0 5077984  98348 1297084    0    0     0     0  699 6119  5  2 93  0  0 2021-12-09 09:59:38
 1  0      0 5077984  98348 1297092    0    0     0   336  771 5797  6  2 88  5  0 2021-12-09 09:59:39
 0  0      0 5077732  98468 1297168    0    0     0   752 1570 10404  9  6 77  8  0 2021-12-09 09:59:40
 0  0      0 5078228  98468 1297168    0    0     0     0  797 6100  6  2 92  0  0 2021-12-09 09:59:41
 0  0      0 5077748  98468 1297168    0    0     0     0 1238 8183  7  7 87  0  0 2021-12-09 09:59:42
 4  0      0 5077488  98568 1297244    0    0     0   700 1243 9154 13  4 79  6  0 2021-12-09 09:59:43
 0  0      0 5077228  98568 1297244    0    0     0    20  697 5632  5  3 93  0  0 2021-12-09 09:59:44
 1  1      0 5076976  98584 1297228    0    0     0   192 1034 7217  5  2 92  1  0 2021-12-09 09:59:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 5076724  98636 1297336    0    0     0   540 1185 10115 11  5 82  2  0 2021-12-09 09:59:46
 0  0      0 5076472  98636 1297336    0    0     0     0  792 5933  5  2 93  0  0 2021-12-09 09:59:47
 2  1      0 5075716  98704 1297400    0    0     0   648 1458 10944 11  3 80  6  0 2021-12-09 09:59:48
 1  0      0 5075716  98704 1297400    0    0     0    28  895 6720  6  4 89  0  0 2021-12-09 09:59:49
 0  0      0 5075716  98704 1297404    0    0     0     0 1019 6534  3  3 94  0  0 2021-12-09 09:59:50
 0  0      0 5075948  98800 1297308    0    0     0   732 1394 10878 13  4 79  5  0 2021-12-09 09:59:51
 0  0      0 5075968  98800 1297476    0    0     0     0  659 5343  6  3 92  0  0 2021-12-09 09:59:52
 0  0      0 5075968  98800 1297476    0    0     0     0  810 6278  5  5 90  0  0 2021-12-09 09:59:53
 0  0      0 5075968  98896 1297576    0    0     0   764 1495 10446 12  5 78  6  0 2021-12-09 09:59:54
 0  0      0 5076220  98896 1297588    0    0     0     0  977 6855  6  3 91  0  0 2021-12-09 09:59:55
 0  0      0 5076220  98896 1297592    0    0     0     0  957 6183  3  2 95  0  0 2021-12-09 09:59:56
 1  0      0 5076220  99004 1297656    0    0     0   736 1304 12781 17  9 70  3  0 2021-12-09 09:59:57
 0  0      0 5076220  99004 1297656    0    0     0     0  663 5569  5  2 93  0  0 2021-12-09 09:59:58
 0  0      0 5076220  99004 1297656    0    0     0    60  734 6037  6  3 91  0  0 2021-12-09 09:59:59
 8  0      0 5073904  99068 1297740    0    0     0   712 1398 10598 13  7 75  5  0 2021-12-09 10:00:00
 0  0      0 5073408  99072 1297744    0    0     0    36  738 6339  8  5 88  0  0 2021-12-09 10:00:01
 3  0      0 5073180  99072 1297744    0    0     0     0  832 6159  6  3 92  0  0 2021-12-09 10:00:02
 1  0      0 5072912  99124 1297812    0    0     0   664 1487 11077 10  8 76  6  0 2021-12-09 10:00:03
 2  0      0 5072888  99124 1297812    0    0     0   240 1105 7967  8  3 89  0  0 2021-12-09 10:00:04
 4  1      0 5072928  99160 1297828    0    0     0   320  822 6674  6  2 86  7  0 2021-12-09 10:00:05
 0  0      0 5072912  99220 1297904    0    0     0   440 1670 10332 10  4 79  7  0 2021-12-09 10:00:06
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 5073400  99220 1297904    0    0     0     0  815 5634  5  2 94  0  0 2021-12-09 10:00:07
 1  1      0 5073416  99288 1297976    0    0     0   656 1074 8258  8  4 85  4  0 2021-12-09 10:00:08
 0  0      0 5076220  99296 1297980    0    0     0    84 1289 8421  7  6 85  1  0 2021-12-09 10:00:09
 0  0      0 5075968  99296 1297984    0    0     0     0  921 6031  4  1 95  0  0 2021-12-09 10:00:10
 1  0      0 5075968  99396 1297884    0    0     0   744 1230 10731 11  5 79  5  0 2021-12-09 10:00:11
 0  0      0 5075968  99396 1298056    0    0     0     0  861 6296  9  2 89  0  0 2021-12-09 10:00:12
 0  0      0 5075968  99396 1298056    0    0     0     0  934 6031  5  3 92  0  0 2021-12-09 10:00:13
 1  0      0 5075716  99452 1298144    0    0     0   672 1448 9855 12  5 79  5  0 2021-12-09 10:00:14
 1  0      0 5075472  99452 1298144    0    0     0    24  756 6070  5  3 92  0  0 2021-12-09 10:00:15
 0  0      0 5075724  99452 1298144    0    0     0     0  898 6647  3  3 94  0  0 2021-12-09 10:00:16
 8  0      0 5075716  99552 1298108    0    0     0   696 1310 10699 14  4 78  4  0 2021-12-09 10:00:17
 0  0      0 5075464  99552 1298216    0    0     0     0  838 6208  4  4 93  0  0 2021-12-09 10:00:18
 0  0      0 5075464  99552 1298216    0    0     0     0  889 6871  7  3 90  0  0 2021-12-09 10:00:19
 0  0      0 5075464  99616 1298304    0    0     0   744 1308 9461 12  4 80  4  0 2021-12-09 10:00:20
 0  0      0 5075464  99616 1298304    0    0     0     4  816 6026  6  2 93  0  0 2021-12-09 10:00:21
 0  1      0 5074960  99616 1298308    0    0     0    56 1022 7389  6  4 90  1  0 2021-12-09 10:00:22
 3  0      0 5074960  99696 1298364    0    0     0   636 1156 11351 14  4 79  3  0 2021-12-09 10:00:23
 0  0      0 5074960  99696 1298368    0    0     0     0  683 5714  4  3 93  0  0 2021-12-09 10:00:24
 1  0      0 5074204  99780 1298464    0    0     0   672 1311 9295 10  6 80  4  0 2021-12-09 10:00:25
 0  0      0 5074204  99780 1298464    0    0     0     0  986 6510  6  3 91  0  0 2021-12-09 10:00:26
 1  0      0 5073700  99780 1298464    0    0     0     4  899 6283  6  2 92  0  0 2021-12-09 10:00:27
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 5073700  99868 1298488    0    0     0   700 1386 11627 11  5 79  5  0 2021-12-09 10:00:28
 0  0      0 5073700  99868 1298544    0    0     0     0  855 6733  6  5 90  0  0 2021-12-09 10:00:29
 0  0      0 5073408  99868 1298544    0    0     0    56 1125 8399  4  7 89  0  0 2021-12-09 10:00:30
 1  0      0 5073196  99956 1298612    0    0     0   772 1337 10850 11  4 79  5  0 2021-12-09 10:00:31
 0  0      0 5072944  99956 1298612    0    0     0     0  956 6316  7  5 89  0  0 2021-12-09 10:00:32
 1  0      0 5072692  99956 1298612    0    0     0     4  941 6474  4  3 93  0  0 2021-12-09 10:00:33
 0  0      0 5072692 100044 1298716    0    0     0   748 1586 11678 11  6 77  6  0 2021-12-09 10:00:34
 0  0      0 5072692 100044 1298716    0    0     0   156  884 6458  5  2 93  0  0 2021-12-09 10:00:35
 1  0      0 5072692 100044 1298720    0    0     0     0  756 5816  3  1 96  0  0 2021-12-09 10:00:36
 0  0      0 5072944 100140 1298748    0    0     0   760 1181 11198 16  7 63 15  0 2021-12-09 10:00:37
 0  0      0 5072968 100140 1298808    0    0     0     0  877 5914  4  3 94  0  0 2021-12-09 10:00:38
 1  0      0 5072440 100140 1298808    0    0     0     4  926 6725  5  5 90  0  0 2021-12-09 10:00:39
 0  0      0 5102932 100200 1298860    0    0     0   996 1682 11451 16  5 67 12  0 2021-12-09 10:00:40
 1  0      0 5102680 100200 1298888    0    0     0     0  966 6840  6  4 91  0  0 2021-12-09 10:00:41
 0  0      0 5102412 100200 1298888    0    0     0     0  961 6204  7  4 89  0  0 2021-12-09 10:00:42
 0  0      0 5099876 100268 1298960    0    0     0   760 1495 11804 13  9 75  3  0 2021-12-09 10:00:43
 0  0      0 5099128 100268 1298960    0    0     0     0  892 6416  5  4 92  0  0 2021-12-09 10:00:44
 0  0      0 5098624 100268 1298968    0    0     0    24  729 6180  6  3 91  0  0 2021-12-09 10:00:45
 1  0      0 5097868 100348 1299048    0    0     0   752 1555 11326 12  6 78  4  0 2021-12-09 10:00:46
 0  0      0 5097836 100348 1299048    0    0     0     0  896 6450  5  3 92  0  0 2021-12-09 10:00:47
 4  1      0 5097868 100400 1299036    0    0     0   472 1138 8070  6  4 88  2  0 2021-12-09 10:00:48
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 5099632 100424 1299124    0    0     0   260 1308 8511 11  4 81  4  0 2021-12-09 10:00:49
 0  0      0 5099120 100424 1299124    0    0     0    16  895 5685  2  1 97  0  0 2021-12-09 10:00:50
13  0      0 5099352 100528 1299116    0    0     0   688 1550 10683 12  5 78  4  0 2021-12-09 10:00:51
 1  0      0 5099372 100528 1299208    0    0     0     0  873 6306  7  2 91  0  0 2021-12-09 10:00:52
 2  0      0 5099372 100528 1299216    0    0     0     0  887 6518  6  3 91  0  0 2021-12-09 10:00:53
 2  0      0 5099372 100652 1299224    0    0     0   724 1408 11250 11  6 78  5  0 2021-12-09 10:00:54
 1  0      0 5099576 100652 1299308    0    0     0     0 1065 7080  5  3 92  0  0 2021-12-09 10:00:55
 0  0      0 5099372 100652 1299312    0    0     0     8  766 5503  3  3 94  0  0 2021-12-09 10:00:56
 1  0      0 5099340 100732 1299300    0    0     0   784 1564 12958 13  5 79  4  0 2021-12-09 10:00:57
 0  0      0 5100128 100732 1299404    0    0     0     0  713 5536  4  3 93  0  0 2021-12-09 10:00:58
 0  0      0 5100128 100732 1299404    0    0     0     0  758 5977  6  3 91  0  0 2021-12-09 10:00:59
 0  0      0 5099104 100912 1299732    0    0    64  1608 2290 14742 14  7 65 13  0 2021-12-09 10:01:00
 0  0      0 5097844 100912 1299736    0    0     0     4 1051 7164  4  4 92  0  0 2021-12-09 10:01:01
 0  0      0 5097844 100912 1299744    0    0     0     0  951 6303  3  2 95  0  0 2021-12-09 10:01:02
 0  0      0 5097844 100996 1299808    0    0     0   756 1253 11507 15  6 74  5  0 2021-12-09 10:01:03
 0  0      0 5097844 100996 1299808    0    0     0     0  541 5153  5  1 95  0  0 2021-12-09 10:01:04
 0  1      0 5097592 101012 1299852    0    0     0   264  897 7342  5  4 89  2  0 2021-12-09 10:01:05
 0  0      0 5098600 101072 1299868    0    0     0   528 1756 10338  8  5 84  3  0 2021-12-09 10:01:06
 0  0      0 5101624 101072 1296784    0    0     0     0  906 6087  4  3 93  0  0 2021-12-09 10:01:07
 6  1      0 5101372 101136 1296844    0    0     0   656 1190 8770  8  2 82  8  0 2021-12-09 10:01:08
 0  0      0 5101344 101140 1296852    0    0     0    72 1029 8415 11  5 84  0  0 2021-12-09 10:01:09
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 5100868 101140 1296860    0    0     0     0  708 5485  3  3 94  0  0 2021-12-09 10:01:10
 0  0      0 5101352 101220 1296780    0    0     0   732 1534 11009 13  5 76  7  0 2021-12-09 10:01:11
 0  0      0 5101120 101220 1296920    0    0     0     0  763 6365  8  3 89  0  0 2021-12-09 10:01:12
 0  0      0 5101084 101220 1296920    0    0     0     0  852 7198  6  4 90  0  0 2021-12-09 10:01:13
 0  0      0 5101624 101296 1297020    0    0     0   768 1463 10700 13  4 79  4  0 2021-12-09 10:01:14
 6  0      0 5102624 101296 1297024    0    0     0     4  921 6323  6  2 92  0  0 2021-12-09 10:01:15
 4  0      0 5102128 101300 1297024    0    0     0   364  683 5254  2  3 96  0  0 2021-12-09 10:01:16
 0  0      0 5101380 101368 1296964    0    0     0   760 1235 10506 13  5 75  7  0 2021-12-09 10:01:17
 2  0      0 5099808 101368 1297088    0    0     0     0  961 7110  6  2 92  0  0 2021-12-09 10:01:18
 0  0      0 5099852 101368 1297088    0    0     0     0  818 6163  6  2 92  0  0 2021-12-09 10:01:19
 0  0      0 5099608 101424 1297164    0    0     0   744 1620 10388 10  3 83  4  0 2021-12-09 10:01:20
 0  0      0 5099840 101428 1297160    0    0     0   168 1195 8493  6  4 89  1  0 2021-12-09 10:01:21
 1  1      0 5099860 101428 1297168    0    0     0     0  949 6081  5  1 90  5  0 2021-12-09 10:01:22
 0  0      0 5100052 101488 1297240    0    0     0   764 1470 10176 18  5 67 11  0 2021-12-09 10:01:23
 0  0      0 5099860 101488 1297244    0    0     0     0  919 5727  4  2 94  0  0 2021-12-09 10:01:24
 0  1      0 5098600 101488 1297252    0    0     0    76 1185 7567  6  4 90  0  0 2021-12-09 10:01:25
 0  0      0 5099096 101528 1297328    0    0     0   552 1574 10816 14  6 76  5  0 2021-12-09 10:01:26
 0  0      0 5098836 101528 1297332    0    0     0     4  764 5721  6  3 92  0  0 2021-12-09 10:01:27
 3  1      0 5096788 101540 1297328    0    0     0   176  780 6637  4  4 86  7  0 2021-12-09 10:01:28
 0  0      0 5097300 101580 1297396    0    0     0   548 1099 10187 16  7 72  4  0 2021-12-09 10:01:29
 0  0      0 5096796 101580 1297396    0    0     0     0  943 7948  3  8 89  0  0 2021-12-09 10:01:30
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  1      0 5096796 101604 1297392    0    0     0   160  843 6779  5  3 85  7  0 2021-12-09 10:01:31
 2  0      0 5097300 101648 1297464    0    0     0   548 1194 9878 10  9 78  3  0 2021-12-09 10:01:32
 0  0      0 5097048 101648 1297472    0    0     0     4  755 6490  8  3 89  0  0 2021-12-09 10:01:33
 0  1      0 5096544 101732 1297472    0    0     0   672 1402 10732 10  5 80  5  0 2021-12-09 10:01:34
 0  0      0 5097552 101744 1297556    0    0     0    92 1069 7484  8  3 88  0  0 2021-12-09 10:01:35
 0  0      0 5097300 101744 1297556    0    0     0     0  944 6013  3  2 95  0  0 2021-12-09 10:01:36
 6  1      0 5097804 101788 1297532    0    0     0   472 1214 9600 10  3 72 16  0 2021-12-09 10:01:37
 0  0      0 5097724 101832 1297616    0    0     0   356 1368 9526  9  4 83  4  0 2021-12-09 10:01:38
 0  0      0 5097300 101832 1297616    0    0     0     4  797 6038  5  3 93  0  0 2021-12-09 10:01:39
 0  1      0 5097048 101908 1297692    0    0     0   664 1250 9870 11  4 80  6  0 2021-12-09 10:01:40
 0  0      0 5097804 101908 1297696    0    0     0     0 1051 7281  9  4 88  0  0 2021-12-09 10:01:41
 0  0      0 5097300 101908 1297700    0    0     0     0  849 5352  5  1 95  0  0 2021-12-09 10:01:42
 0  1      0 5097064 101996 1297728    0    0     0   628 1073 9025 10  4 74 12  0 2021-12-09 10:01:43
 1  0      0 5097804 102004 1297784    0    0     0    52  730 7167  9  3 88  1  0 2021-12-09 10:01:44
 0  0      0 5097308 102004 1297784    0    0     0     4  828 6211  6  3 91  0  0 2021-12-09 10:01:45
 0  0      0 5097300 102080 1297856    0    0     0   724 1320 10066 10  4 81  5  0 2021-12-09 10:01:46
 0  0      0 5096996 102080 1297856    0    0     0    20  570 5533  7  2 92  0  0 2021-12-09 10:01:47
 0  0      0 5096292 102080 1297856    0    0     0     0  524 4646  3  2 96  0  0 2021-12-09 10:01:48
 0  0      0 5095992 102176 1297876    0    0     0   696 1633 12136 11  6 68 16  0 2021-12-09 10:01:49
 0  0      0 5096040 102176 1297936    0    0     0     0  880 6908  4  5 91  0  0 2021-12-09 10:01:50
 1  0      0 5095972 102176 1297936    0    0     0    24  888 6817  5  4 91  0  0 2021-12-09 10:01:51
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 5096796 102264 1298008    0    0     0  1032 1288 9825 10  4 77  9  0 2021-12-09 10:01:52
 2  0      0 5096316 102264 1298008    0    0     0     0  726 6094  7  4 89  0  0 2021-12-09 10:01:53
 0  0      0 5095788 102264 1298008    0    0     0     0  576 5026  4  3 93  0  0 2021-12-09 10:01:54
 0  0      0 5095260 102348 1298016    0    0     0   760 1291 11090 12  6 79  4  0 2021-12-09 10:01:55
 0  0      0 5094536 102348 1298092    0    0     0     0  983 6553  4  3 93  0  0 2021-12-09 10:01:56
 0  0      0 5094276 102348 1298092    0    0     0     4  736 5740  6  3 92  0  0 2021-12-09 10:01:57
 0  0      0 5094456 102436 1298156    0    0     0   708 1384 11321 11  6 70 15  0 2021-12-09 10:01:58
 0  0      0 5095024 102436 1298156    0    0     0     0  795 6269  6  4 91  0  0 2021-12-09 10:01:59
 0  0      0 5094796 102436 1298168    0    0     0     0  914 5955  3  2 95  0  0 2021-12-09 10:02:00
 0  0      0 5094976 102516 1298140    0    0     0   644 1421 10349 12  4 69 15  0 2021-12-09 10:02:01
 0  0      0 5093772 102516 1298248    0    0     0     8  688 5452  6  3 92  0  0 2021-12-09 10:02:02
 0  0      0 5093520 102516 1298248    0    0     0     4  689 5598  7  2 91  0  0 2021-12-09 10:02:03
 0  0      0 5094276 102608 1298316    0    0     0   736 1334 10480 14  6 77  4  0 2021-12-09 10:02:04
 0  0      0 5094024 102608 1298316    0    0     0     0 1194 8054  7  3 90  0  0 2021-12-09 10:02:05
 4  0      0 5094024 102608 1298316    0    0     0     0  605 5448  4  2 94  0  0 2021-12-09 10:02:06
 0  0      0 5095284 102708 1298392    0    0     0   720 1457 11467 17  6 62 15  0 2021-12-09 10:02:07
 0  0      0 5094528 102708 1298392    0    0     0     0 1036 7506  8  5 88  0  0 2021-12-09 10:02:08
 0  0      0 5094276 102708 1298404    0    0     0     4  780 5841  4  2 94  0  0 2021-12-09 10:02:09
 0  0      0 5093268 102784 1298472    0    0     0   704 1557 10681 10  3 83  4  0 2021-12-09 10:02:10
 0  0      0 5094528 102784 1298472    0    0     0     0 1055 7080  5  2 94  0  0 2021-12-09 10:02:11
 0  0      0 5094276 102784 1298472    0    0     0    48  790 5594  5  3 93  0  0 2021-12-09 10:02:12
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 5094780 102856 1298540    0    0     0   636 1473 10960 12  6 66 16  0 2021-12-09 10:02:13
 0  0      0 5094760 102856 1298544    0    0     0     0 1194 7896  6  3 91  0  0 2021-12-09 10:02:14
 0  0      0 5094780 102856 1298548    0    0     0     4  558 5034  3  3 95  0  0 2021-12-09 10:02:15
 0  0      0 5094780 102916 1298636    0    0     0   688 1397 10808 12  3 78  6  0 2021-12-09 10:02:16
 0  0      0 5094780 102916 1298640    0    0     0    24  945 6700  5  4 91  0  0 2021-12-09 10:02:17
 0  0      0 5093772 102916 1298640    0    0     0     0  801 5422  4  2 94  0  0 2021-12-09 10:02:18
 0  0      0 5093196 102972 1298660    0    0     0   712 1723 11680 12  7 67 15  0 2021-12-09 10:02:19
 0  0      0 5092764 102972 1298712    0    0     0     0  864 5868  4  2 94  0  0 2021-12-09 10:02:20
 1  0      0 5092512 102972 1298712    0    0     0     4  801 6769  4  3 93  0  0 2021-12-09 10:02:21
 0  0      0 5093556 103040 1298656    0    0     0   696 1495 11969 17  6 64 13  0 2021-12-09 10:02:22
 0  0      0 5092944 103040 1298804    0    0     0   584 1112 6945  7  3 81  8  0 2021-12-09 10:02:23
 0  0      0 5092944 103040 1298804    0    0     0     0  637 5533  7  2 91  0  0 2021-12-09 10:02:24
 0  0      0 5092692 103112 1298880    0    0     0   720 1203 10203 11  4 77  9  0 2021-12-09 10:02:25
 0  0      0 5092172 103112 1298884    0    0     0     0  962 6940  9  3 89  0  0 2021-12-09 10:02:26
 0  0      0 5092188 103112 1298884    0    0     0     4 1026 7253  7  4 89  0  0 2021-12-09 10:02:27
 0  0      0 5093448 103200 1298964    0    0     0   740 1573 10086 10  4 81  6  0 2021-12-09 10:02:28
 0  0      0 5092928 103200 1298964    0    0     0     0  987 7528  8  5 88  0  0 2021-12-09 10:02:29
 0  0      0 5092440 103200 1298964    0    0     0     0 1224 8892  5  8 86  0  0 2021-12-09 10:02:30
 0  0      0 5092188 103280 1299036    0    0     0   692 1434 10313 10  6 81  4  0 2021-12-09 10:02:31
 1  0      0 5091684 103280 1299040    0    0     0     0  743 6103  6  2 92  0  0 2021-12-09 10:02:32
 8  1      0 5093708 103340 1299056    0    0     0   436 1169 8568  8  4 85  3  0 2021-12-09 10:02:33
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 5093680 103384 1299116    0    0     0   312 1312 9661 16  4 79  1  0 2021-12-09 10:02:34
 1  0      0 5094024 103384 1299116    0    0     0     0  878 6829  5  2 92  0  0 2021-12-09 10:02:35
 0  0      0 5095696 103476 1299140    0    0     0   760 1325 10022 10  3 82  5  0 2021-12-09 10:02:36
 0  0      0 5095268 103476 1299216    0    0     0     0  912 6689  6  4 91  0  0 2021-12-09 10:02:37
 0  0      0 5093948 103480 1299212    0    0     0    20  711 5433  3  3 94  0  0 2021-12-09 10:02:38
