procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 4754956 129400 1540836    0    0     0   772 1633 10756 12  5 77  5  0 2021-12-09 13:13:49
 0  0      0 4754704 129400 1540840    0    0     0     0  825 6478  5  3 92  0  0 2021-12-09 13:13:50
 0  0      0 4753696 129400 1541016    0    0     0   764 1547 10926 12  7 77  5  0 2021-12-09 13:13:51
 0  0      0 4755460 129400 1541020    0    0     0     4  715 5618  4  2 95  0  0 2021-12-09 13:13:52
 5  0      0 4755712 129404 1541056    0    0     0   448  927 9230 10  4 83  3  0 2021-12-09 13:13:53
 0  0      0 4755208 129404 1541196    0    0     0   340 1067 8254  7  6 86  1  0 2021-12-09 13:13:54
 7  0      0 4755208 129404 1541196    0    0     0     0  463 4507  3  2 95  0  0 2021-12-09 13:13:55
 0  0      0 4753192 129408 1541376    0    0     0   788 1278 9820 12  6 76  5  0 2021-12-09 13:13:56
 9  0      0 4754956 129408 1541376    0    0     0     0  634 5771  5  3 92  0  0 2021-12-09 13:13:57
 5  0      0 4755712 129412 1541536    0    0     0   764 1802 13243 13  7 76  4  0 2021-12-09 13:13:58
 0  0      0 4755712 129412 1541540    0    0     0     0  929 5747  4  2 94  0  0 2021-12-09 13:13:59
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4755712 129412 1541544    0    0     0     0  534 4835  4  2 94  0  0 2021-12-09 13:14:00
 0  0      0 4755964 129412 1541712    0    0     0   968 1299 10422 13  6 75  7  0 2021-12-09 13:14:01
 0  0      0 4756468 129412 1541712    0    0     0     0  702 5838  4  2 94  0  0 2021-12-09 13:14:02
 1  0      0 4755964 129412 1541888    0    0     0   768 1408 11362 14  5 77  5  0 2021-12-09 13:14:03
 0  0      0 4755460 129412 1541888    0    0     0     4  869 6213  4  3 94  0  0 2021-12-09 13:14:04
 5  1      0 4751664 129412 1542068    0    0     0   792 1471 10731 14  4 78  4  0 2021-12-09 13:14:05
 0  0      0 4758476 129412 1535864    0    0     0     0  888 6742  8  4 88  0  0 2021-12-09 13:14:06
 0  0      0 4760100 129412 1535864    0    0     0     0  820 5364  5  2 94  0  0 2021-12-09 13:14:07
 0  0      0 4761248 129412 1536048    0    0     0   844 1432 10329 15  5 73  7  0 2021-12-09 13:14:08
 0  0      0 4762004 129412 1536056    0    0     0     0  790 5530  3  2 96  0  0 2021-12-09 13:14:09
 0  0      0 4760492 129412 1536216    0    0     0   824 1891 14116 14  6 76  5  0 2021-12-09 13:14:10
 0  0      0 4760240 129412 1536216    0    0     0    72 1154 7833  4  2 95  0  0 2021-12-09 13:14:11
 0  0      0 4761500 129412 1536216    0    0     0     0  663 5229  6  1 92  0  0 2021-12-09 13:14:12
 0  0      0 4760744 129412 1536400    0    0     0   912 1469 11554 14  4 77  5  0 2021-12-09 13:14:13
 3  0      0 4762508 129412 1536400    0    0     0     0 1004 7042  5  3 92  0  0 2021-12-09 13:14:14
 0  0      0 4761216 129412 1536564    0    0     0   768 1265 10191 15  4 76  6  0 2021-12-09 13:14:15
 0  0      0 4763768 129412 1536564    0    0     0    88  874 5447  5  3 93  0  0 2021-12-09 13:14:16
 2  1      0 4759484 129412 1536596    0    0     0   652 1502 10285 11  4 81  5  0 2021-12-09 13:14:17
 0  0      0 4759484 129412 1536736    0    0     0   164 1114 8433  6  4 89  1  0 2021-12-09 13:14:18
 0  0      0 4759716 129412 1536736    0    0     0     0  707 5351  2  2 96  0  0 2021-12-09 13:14:19
 0  0      0 4757468 129416 1536912    0    0     0   748 1506 11957 13  7 76  4  0 2021-12-09 13:14:20
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4761248 129416 1536912    0    0     0     0  811 6191  5  2 93  0  0 2021-12-09 13:14:21
 0  0      0 4762508 129420 1537072    0    0     0   744 1335 10929 14  8 74  4  0 2021-12-09 13:14:22
 0  0      0 4762720 129420 1537072    0    0     0     0  778 5133  3  2 95  0  0 2021-12-09 13:14:23
10  0      0 4762760 129420 1537080    0    0     0    88  796 6558  3  4 91  1  0 2021-12-09 13:14:24
 7  0      0 4761500 129420 1537256    0    0     0   740 1503 10093 13  6 78  4  0 2021-12-09 13:14:25
 0  0      0 4762508 129420 1537256    0    0     0    20 1042 7218  7  5 88  0  0 2021-12-09 13:14:26
 0  0      0 4759484 129424 1537416    0    0     0   788 1283 9758 14  4 77  6  0 2021-12-09 13:14:27
 0  0      0 4759728 129424 1537416    0    0     0     4  710 5758  3  4 94  0  0 2021-12-09 13:14:28
 1  0      0 4759476 129424 1537604    0    0     0   832 1381 11064 12  4 79  6  0 2021-12-09 13:14:29
 1  0      0 4760232 129424 1537608    0    0     0     0 1316 9464  9  7 85  0  0 2021-12-09 13:14:30
 0  0      0 4760736 129424 1537612    0    0     0   212  729 5539  3  2 95  0  0 2021-12-09 13:14:31
 0  0      0 4759476 129424 1538012    0    0     0  1768 1773 12868 19  7 63 12  0 2021-12-09 13:14:32
 0  0      0 4760248 129424 1538016    0    0     0     0  665 5712  4  2 94  0  0 2021-12-09 13:14:33
 0  0      0 4760988 129428 1538188    0    0     0   892 1508 12274 15  6 71  8  0 2021-12-09 13:14:34
 4  0      0 4762460 129428 1535068    0    0     0     0  854 6475  5  2 93  0  0 2021-12-09 13:14:35
 0  1      0 4762468 129428 1535068    0    0     0    88  623 5496  7  3 89  0  0 2021-12-09 13:14:36
 1  0      0 4761712 129432 1535240    0    0     0   720 1468 10394 13  6 77  5  0 2021-12-09 13:14:37
 0  0      0 4762216 129432 1535240    0    0     0     0  935 6244  7  2 91  0  0 2021-12-09 13:14:38
 0  0      0 4759948 129432 1535408    0    0     0   772 1592 11635 10  6 80  5  0 2021-12-09 13:14:39
 0  0      0 4759696 129432 1535412    0    0     0     4  880 5672  3  2 94  0  0 2021-12-09 13:14:40
 1  0      0 4757428 129440 1535588    0    0     0   876 1633 11207 11  5 79  5  0 2021-12-09 13:14:41
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4758688 129440 1535588    0    0     0     0  856 7376  7  2 91  0  0 2021-12-09 13:14:42
 3  0      0 4759444 129440 1535588    0    0     0     0  649 5316  4  2 94  0  0 2021-12-09 13:14:43
 0  0      0 4760704 129444 1535756    0    0     0   776 1294 10314 12  5 79  4  0 2021-12-09 13:14:44
 0  0      0 4761964 129444 1535760    0    0     0     0  819 5860  5  4 92  0  0 2021-12-09 13:14:45
 0  0      0 4758688 129444 1535940    0    0     0   780 1211 9837 14  5 74  8  0 2021-12-09 13:14:46
 0  0      0 4757932 129444 1535940    0    0     0    72  626 5223  4  2 93  0  0 2021-12-09 13:14:47
 4  1      0 4789432 129444 1535956    0    0     0   284  875 7137  7  3 87  3  0 2021-12-09 13:14:48
 1  0      0 4787164 129444 1536120    0    0     0   492 1518 10232 11  5 82  2  0 2021-12-09 13:14:49
 0  0      0 4788424 129444 1536120    0    0     0     0 1010 7128  6  3 92  0  0 2021-12-09 13:14:50
 0  0      0 4786660 129444 1536288    0    0     0   776 1178 9865 10  5 80  5  0 2021-12-09 13:14:51
 0  0      0 4786156 129444 1536288    0    0     0    92  705 5394  4  2 94  0  0 2021-12-09 13:14:52
 0  0      0 4786660 129448 1536456    0    0     0   880 1716 11724 10  6 78  7  0 2021-12-09 13:14:53
 0  0      0 4786408 129448 1536456    0    0     0     0  710 5866  3  3 94  0  0 2021-12-09 13:14:54
 0  0      0 4787376 129448 1536456    0    0     0     0  704 5206  4  1 95  0  0 2021-12-09 13:14:55
 0  0      0 4784392 129448 1536628    0    0     0   748 1429 10270 12  6 76  6  0 2021-12-09 13:14:56
 0  0      0 4786408 129448 1536628    0    0     0    20  962 7856  7  4 89  0  0 2021-12-09 13:14:57
 0  0      0 4785400 129448 1536804    0    0     0   780 1426 12210 13  6 77  4  0 2021-12-09 13:14:58
 0  0      0 4785604 129448 1536804    0    0     0     0  871 5906  4  2 94  0  0 2021-12-09 13:14:59
 0  1      0 4786660 129448 1536824    0    0     0   320  959 8147  7  2 86  6  0 2021-12-09 13:15:00
 0  0      0 4786156 129448 1536960    0    0     0   432 1221 8468 10  3 73 15  0 2021-12-09 13:15:01
 0  0      0 4785652 129448 1536960    0    0     0   300  903 6291  6  2 92  0  0 2021-12-09 13:15:02
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4782124 129448 1537144    0    0     0   784 1591 12429 13  7 75  5  0 2021-12-09 13:15:03
 0  0      0 4783888 129448 1537148    0    0     0     4  724 5797  3  3 94  0  0 2021-12-09 13:15:04
 0  2      0 4784896 129448 1537148    0    0     0   164  792 6169  5  3 91  2  0 2021-12-09 13:15:05
 0  0      0 4784644 129452 1537312    0    0     0   676 1424 11363 16  5 76  4  0 2021-12-09 13:15:06
 0  0      0 4784896 129452 1537312    0    0     0     8  701 5506  5  3 93  0  0 2021-12-09 13:15:07
 0  0      0 4785148 129456 1537480    0    0     0   828 1331 9941 11  4 80  5  0 2021-12-09 13:15:08
 0  0      0 4784652 129456 1537480    0    0     0     0  739 5812  2  2 96  0  0 2021-12-09 13:15:09
 0  0      0 4780864 129456 1537648    0    0     0   800 1067 10193 10  8 77  5  0 2021-12-09 13:15:10
 0  0      0 4781852 129456 1537648    0    0     0     0  876 6384  6  4 90  0  0 2021-12-09 13:15:11
 3  0      0 4782376 129456 1537652    0    0     0     0  573 4602  3  2 96  0  0 2021-12-09 13:15:12
 0  0      0 4779856 129456 1537820    0    0     0   776 1495 10844 12  4 79  5  0 2021-12-09 13:15:13
 0  0      0 4781620 129456 1537824    0    0     0     0 1036 7146  6  4 90  0  0 2021-12-09 13:15:14
 0  0      0 4782628 129456 1537992    0    0     0   764 1596 11250 16  4 76  5  0 2021-12-09 13:15:15
 0  0      0 4784392 129456 1537992    0    0     0     4  728 5428  5  2 92  0  0 2021-12-09 13:15:16
 9  0      0 4784392 129456 1538024    0    0     0   328  978 7387  8  4 86  3  0 2021-12-09 13:15:17
 0  0      0 4781872 129460 1538168    0    0     0   532 1330 11415 13  8 78  2  0 2021-12-09 13:15:18
 8  0      0 4782628 129460 1538168    0    0     0     0  658 5196  3  2 94  0  0 2021-12-09 13:15:19
 0  0      0 4778060 129460 1538348    0    0     0   820 1585 11335 14  6 75  6  0 2021-12-09 13:15:20
 0  0      0 4781872 129460 1538352    0    0     0     0  613 5195  3  3 94  0  0 2021-12-09 13:15:21
 0  0      0 4781116 129460 1538516    0    0     0   864 1514 10819 14  5 76  5  0 2021-12-09 13:15:22
 1  0      0 4781368 129460 1538516    0    0     0    72  901 6422  4  2 94  0  0 2021-12-09 13:15:23
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4782376 129460 1538516    0    0     0     0  948 6822  4  2 94  1  0 2021-12-09 13:15:24
 0  0      0 4783636 129460 1538688    0    0     0   832 1445 10908 14  6 77  4  0 2021-12-09 13:15:25
 0  0      0 4783636 129460 1538688    0    0     0     0  745 5687  5  2 93  0  0 2021-12-09 13:15:26
 0  0      0 4780108 129460 1538852    0    0     0   856 1486 10680 15  5 76  5  0 2021-12-09 13:15:27
 0  0      0 4780108 129464 1538860    0    0     0   100  614 4985  5  3 93  0  0 2021-12-09 13:15:28
 8  1      0 4780864 129464 1538876    0    0     0   340 1129 7861  8  4 86  3  0 2021-12-09 13:15:29
 0  0      0 4779856 129464 1539268    0    0     0  1724 2428 16571 15 12 65  8  0 2021-12-09 13:15:30
 0  0      0 4781116 129464 1539272    0    0     0     0  804 5959  4  2 94  0  0 2021-12-09 13:15:31
 0  0      0 4784644 129464 1536328    0    0     0   876 1510 13097 11  6 75  8  0 2021-12-09 13:15:32
 0  0      0 4785180 129468 1536328    0    0     0   224  819 5563  4  4 93  0  0 2021-12-09 13:15:33
 0  1      0 4785684 129468 1536336    0    0     0    68  830 5886  3  3 84 10  0 2021-12-09 13:15:34
 0  0      0 4783164 129476 1536492    0    0     0   784 1523 10895 14  4 71 11  0 2021-12-09 13:15:35
 1  0      0 4783416 129476 1536492    0    0     0     0  850 5516  5  2 94  0  0 2021-12-09 13:15:36
 0  0      0 4781904 129476 1536648    0    0     0   756 1364 13607 18  7 70  5  0 2021-12-09 13:15:37
 0  0      0 4782408 129480 1536648    0    0     0   256  789 6590  6  4 90  0  0 2021-12-09 13:15:38
 0  1      0 4783164 129480 1536656    0    0     0    52  854 6135  2  2 95  2  0 2021-12-09 13:15:39
 0  0      0 4780896 129480 1536820    0    0     0   828 1616 12062 19  5 70  6  0 2021-12-09 13:15:40
 0  0      0 4783608 129480 1536820    0    0     0     0  752 6341  6  5 89  0  0 2021-12-09 13:15:41
 0  0      0 4782912 129480 1536980    0    0     0   828 1589 11964 16  6 70  9  0 2021-12-09 13:15:42
 0  0      0 4783920 129480 1536980    0    0     0     0  822 6254  3  3 95  0  0 2021-12-09 13:15:43
 1  1      0 4784424 129484 1536996    0    0     0   152  859 7140  6  3 90  1  0 2021-12-09 13:15:44
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4785936 129484 1537160    0    0     0   676 1468 10489 14  5 77  3  0 2021-12-09 13:15:45
 0  0      0 4785936 129484 1537160    0    0     0     4  678 5692  7  4 89  0  0 2021-12-09 13:15:46
 5  0      0 4784180 129484 1537320    0    0     0   756 1288 10176 13  6 71 10  0 2021-12-09 13:15:47
 0  0      0 4783920 129484 1537320    0    0     0     0  466 4247  2  1 97  0  0 2021-12-09 13:15:48
 8  0      0 4783668 129484 1537372    0    0     0   416 1017 8380  7  6 82  4  0 2021-12-09 13:15:49
 0  0      0 4781652 129484 1537512    0    0     0   424  997 9121 12  7 81  1  0 2021-12-09 13:15:50
 0  0      0 4782660 129484 1537512    0    0     0     0  937 6930  3  3 94  0  0 2021-12-09 13:15:51
 0  0      0 4781400 129488 1537676    0    0     0   788 1335 10600 12  6 76  6  0 2021-12-09 13:15:52
 0  0      0 4780896 129488 1537680    0    0     0    64  809 6045  5  1 94  0  0 2021-12-09 13:15:53
 0  0      0 4779636 129488 1537808    0    0     0   864 1335 9685 11  5 78  5  0 2021-12-09 13:15:54
 0  0      0 4779888 129488 1537860    0    0     0     0  783 6209  7  2 91  0  0 2021-12-09 13:15:55
 0  0      0 4780644 129488 1537860    0    0     0     0  656 5315  4  3 93  0  0 2021-12-09 13:15:56
 0  0      0 4779384 129488 1538024    0    0     0   800 1689 12180 13  6 74  7  0 2021-12-09 13:15:57
 0  0      0 4779384 129488 1538028    0    0     0    24  933 6206  6  3 92  0  0 2021-12-09 13:15:58
 0  0      0 4776108 129492 1538192    0    0     0   868 1555 9859 11  4 81  4  0 2021-12-09 13:15:59
 0  0      0 4775604 129492 1538192    0    0     0     0 1154 7384  4  2 95  0  0 2021-12-09 13:16:00
 0  1      0 4776864 129496 1538244    0    0     0   380 1031 7910  5  2 90  3  0 2021-12-09 13:16:01
 0  0      0 4776360 129496 1538372    0    0     0   376 1443 9412 11  4 84  2  0 2021-12-09 13:16:02
 0  0      0 4776612 129496 1538376    0    0     0   104  923 5855  3  2 94  0  0 2021-12-09 13:16:03
 1  0      0 4773052 129500 1538544    0    0     0   856 1683 12001 12  6 74  8  0 2021-12-09 13:16:04
 0  0      0 4775068 129500 1538544    0    0     0     0  871 6616  5  2 93  0  0 2021-12-09 13:16:05
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4775824 129500 1538716    0    0     0   764 1626 11813 16  7 73  5  0 2021-12-09 13:16:06
 0  0      0 4777872 129500 1538716    0    0     0     0  839 6378  7  2 92  0  0 2021-12-09 13:16:07
 0  0      0 4778376 129500 1538716    0    0     0     0  641 5042  3  2 95  0  0 2021-12-09 13:16:08
 0  0      0 4774596 129500 1538872    0    0     0   848 1503 11720 14  5 77  5  0 2021-12-09 13:16:09
 0  0      0 4775604 129500 1538876    0    0     0     4  789 6352  5  3 92  0  0 2021-12-09 13:16:10
 1  0      0 4775604 129504 1539064    0    0     0   844 1253 10819 14  5 77  6  0 2021-12-09 13:16:11
 0  0      0 4776612 129504 1539068    0    0     0     0  877 6302  4  2 95  0  0 2021-12-09 13:16:12
 1  1      0 4778124 129504 1539080    0    0     0   196  917 6970  6  3 90  2  0 2021-12-09 13:16:13
 0  0      0 4778124 129504 1539228    0    0     0   832 1336 10874 16  4 74  7  0 2021-12-09 13:16:14
 0  0      0 4779636 129504 1539228    0    0     0     0  773 5383  4  2 94  0  0 2021-12-09 13:16:15
 0  0      0 4778628 129504 1539384    0    0     0   780 1489 9741 13  5 77  6  0 2021-12-09 13:16:16
 0  0      0 4778376 129504 1539384    0    0     0     0  945 6300  5  3 92  0  0 2021-12-09 13:16:17
 0  0      0 4775100 129508 1539572    0    0     0   808 1500 11202 12  6 78  4  0 2021-12-09 13:16:18
 0  0      0 4774848 129508 1539576    0    0     0     0  848 6020  4  3 93  0  0 2021-12-09 13:16:19
 0  0      0 4774848 129508 1539584    0    0     0     0  823 6609  5  3 92  0  0 2021-12-09 13:16:20
 0  0      0 4771288 129512 1539736    0    0     0   812 1538 11409 12  6 77  6  0 2021-12-09 13:16:21
 0  0      0 4771792 129512 1539736    0    0     0     0  848 5966  4  3 93  0  0 2021-12-09 13:16:22
 0  0      0 4769020 129520 1539924    0    0     0   884 1369 10001 12  5 78  5  0 2021-12-09 13:16:23
 1  0      0 4769020 129520 1539928    0    0     0     0  959 6337  5  2 93  0  0 2021-12-09 13:16:24
13  0      0 4770532 129520 1539952    0    0     0   412 1155 9026 10  4 84  4  0 2021-12-09 13:16:25
 0  0      0 4771036 129520 1540096    0    0     0   368 1305 10410 11  4 84  1  0 2021-12-09 13:16:26
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4772296 129520 1540096    0    0     0     0  839 5811  5  2 93  0  0 2021-12-09 13:16:27
 0  0      0 4771792 129520 1540512    0    0     0  1892 1983 14337 16  8 64 12  0 2021-12-09 13:16:28
 2  0      0 4774816 129520 1540512    0    0     0    96  714 5720  4  4 93  0  0 2021-12-09 13:16:29
 0  0      0 4778848 129528 1537556    0    0     0   924 2054 13766 10 11 71  8  0 2021-12-09 13:16:30
 0  0      0 4778596 129528 1537556    0    0     0     0  993 6860  4  4 92  0  0 2021-12-09 13:16:31
 0  0      0 4779100 129528 1537556    0    0     0     0  827 6639  3  3 94  0  0 2021-12-09 13:16:32
 1  0      0 4776580 129532 1537720    0    0     0   828 1583 10877 12  5 79  4  0 2021-12-09 13:16:33
 2  0      0 4784896 129532 1537728    0    0     0    92 1047 7242  7  3 90  0  0 2021-12-09 13:16:34
 0  0      0 4780360 129532 1537908    0    0     0   844 1778 11920 17  7 70  6  0 2021-12-09 13:16:35
 1  0      0 4779856 129532 1537912    0    0     0     0  915 5739  5  4 91  0  0 2021-12-09 13:16:36
 1  1      0 4780360 129532 1537912    0    0     0   160  745 6330  6  3 89  1  0 2021-12-09 13:16:37
 0  0      0 4780108 129532 1538072    0    0     0   616 1388 12429 19  7 69  4  0 2021-12-09 13:16:38
 0  0      0 4781620 129536 1538072    0    0     0     8  798 5936  2  3 95  0  0 2021-12-09 13:16:39
 0  0      0 4778848 129536 1538248    0    0     0   812 1364 10098 11  7 77  4  0 2021-12-09 13:16:40
 0  0      0 4781096 129536 1538248    0    0     0     4  719 5567  5  4 91  0  0 2021-12-09 13:16:41
 0  1      0 4780360 129536 1538408    0    0     0   740 1497 10563 10  5 81  5  0 2021-12-09 13:16:42
 2  0      0 4780108 129540 1538408    0    0     0    36 1008 6856  6  3 90  1  0 2021-12-09 13:16:43
 0  0      0 4780108 129540 1538412    0    0     0   232 1003 6915  5  3 93  0  0 2021-12-09 13:16:44
 0  0      0 4780108 129540 1538584    0    0     0   836 1383 10381 15  4 77  5  0 2021-12-09 13:16:45
 0  0      0 4781116 129540 1538584    0    0     0     0  725 5722  7  2 91  0  0 2021-12-09 13:16:46
 0  0      0 4775004 129540 1538760    0    0     0   872 1237 10075 12  5 78  5  0 2021-12-09 13:16:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 4778060 129540 1538760    0    0     0     0  672 5024  4  2 94  0  0 2021-12-09 13:16:48
 1  2      0 4778816 129540 1538772    0    0     0   148  933 7566  3  3 92  3  0 2021-12-09 13:16:49
 0  0      0 4779856 129540 1538920    0    0     0   636 1595 11179 14  5 74  7  0 2021-12-09 13:16:50
 0  0      0 4779856 129540 1538924    0    0     0     0  643 5010  2  2 96  0  0 2021-12-09 13:16:51
 0  0      0 4778848 129540 1539108    0    0     0   848 1298 11763 15  7 73  5  0 2021-12-09 13:16:52
