procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 5057548 107416 1304280    0    0     0     0  590 4986  3  3 93  0  0 2021-12-09 10:09:51
 0  0      0 5056800 107476 1304376    0    0     0   716 1615 11418 11  4 81  4  0 2021-12-09 10:09:52
 0  0      0 5056800 107476 1304376    0    0     0     4  818 5969  5  3 93  0  0 2021-12-09 10:09:53
 1  1      0 5056800 107512 1304444    0    0     0   632 1240 9219 13  4 81  3  0 2021-12-09 10:09:54
 1  0      0 5056556 107520 1304452    0    0     0   140 1211 8726 10  4 86  1  0 2021-12-09 10:09:55
 0  0      0 5056548 107520 1304456    0    0     0     0  706 5557  3  3 95  0  0 2021-12-09 10:09:56
 2  0      0 5056280 107576 1304400    0    0     0   748 1458 10786 12  4 80  5  0 2021-12-09 10:09:57
 1  0      0 5056548 107576 1304544    0    0     0     0  837 6353  5  2 93  0  0 2021-12-09 10:09:58
 0  0      0 5056548 107576 1304544    0    0     0     4  949 6749  5  5 90  0  0 2021-12-09 10:09:59
 4  0      0 5056548 107616 1304660    0    0     0   788 1290 9549 11  6 79  5  0 2021-12-09 10:10:00
 1  0      0 5056296 107616 1304660    0    0     0     0  812 5914  5  3 93  0  0 2021-12-09 10:10:01
 0  0      0 5056044 107712 1304736    0    0     0   720 1447 11264 12  5 78  6  0 2021-12-09 10:10:02
 0  0      0 5055288 107712 1304736    0    0     0     0 1222 7911  5  5 90  0  0 2021-12-09 10:10:03
 0  0      0 5055520 107712 1304736    0    0     0     0 1014 7125  8  4 88  0  0 2021-12-09 10:10:04
 0  0      0 5056044 107776 1304832    0    0     0   752 1528 12321 16  6 73  5  0 2021-12-09 10:10:05
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 5056296 107776 1304832    0    0     0     0  739 5506  4  3 93  0  0 2021-12-09 10:10:06
 1  1      0 5056296 107800 1304848    0    0     0   144  793 7071  9  4 86  2  0 2021-12-09 10:10:07
 0  0      0 5056296 107840 1304932    0    0     0   560 1256 10578 14  6 75  4  0 2021-12-09 10:10:08
 0  0      0 5056296 107840 1304936    0    0     0     0  810 6437  5  2 93  0  0 2021-12-09 10:10:09
 0  0      0 5055792 107892 1304884    0    0     0  1028 1515 10939  9  5 78  7  0 2021-12-09 10:10:10
 0  0      0 5055792 107892 1305032    0    0     0     4  800 6393 10  2 88  0  0 2021-12-09 10:10:11
 0  0      0 5055792 107892 1305032    0    0     0     0  947 6387  2  3 95  0  0 2021-12-09 10:10:12
 3  0      0 5055548 108040 1305160    0    0     0  1780 2091 13175 12  9 68 11  0 2021-12-09 10:10:13
 0  0      0 5055780 108040 1305268    0    0     0     0  766 6081  8  3 88  0  0 2021-12-09 10:10:14
 0  0      0 5058564 108040 1302176    0    0     0    16 1024 7101  5  4 90  0  0 2021-12-09 10:10:15
 0  0      0 5058336 108116 1302268    0    0     0   804 1453 10916 13  6 71 10  0 2021-12-09 10:10:16
 1  0      0 5089056 108116 1302268    0    0     0     4 1168 7417  8  3 90  0  0 2021-12-09 10:10:17
 4  0      0 5089080 108164 1302296    0    0     0   444 1266 9227  9  4 82  6  0 2021-12-09 10:10:18
 0  0      0 5088828 108184 1302356    0    0     0   256 1255 9208 12  6 81  1  0 2021-12-09 10:10:19
 0  0      0 5088300 108184 1302356    0    0     0    68  987 6860  3  3 94  0  0 2021-12-09 10:10:20
 0  0      0 5087788 108228 1302376    0    0     0   712 1218 11029 14  6 76  4  0 2021-12-09 10:10:21
 0  0      0 5087544 108228 1302428    0    0     0     0  795 5728  4  3 93  0  0 2021-12-09 10:10:22
 0  0      0 5087040 108228 1302432    0    0     0     4  834 6523  6  3 92  0  0 2021-12-09 10:10:23
 0  0      0 5087040 108264 1302544    0    0     0   672 1539 11211 15  6 71  8  0 2021-12-09 10:10:24
 1  0      0 5086740 108264 1302544    0    0     0    20 1067 7223  7  3 90  0  0 2021-12-09 10:10:25
 7  1      0 5086536 108300 1302572    0    0     0   480 1360 8690  7  4 87  3  0 2021-12-09 10:10:26
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 5086008 108316 1302620    0    0     0   252 1292 8703 10  5 84  1  0 2021-12-09 10:10:27
 0  0      0 5085780 108316 1302620    0    0     0     0  767 5836  3  4 93  0  0 2021-12-09 10:10:28
 0  0      0 5085544 108396 1302540    0    0     0   760 1282 10003 14  5 77  5  0 2021-12-09 10:10:29
 0  0      0 5085276 108396 1302716    0    0     0     0 1283 9743  5  7 89  0  0 2021-12-09 10:10:30
 0  0      0 5085276 108396 1302716    0    0     0    24  636 5388  5  2 93  0  0 2021-12-09 10:10:31
 0  0      0 5085528 108444 1302796    0    0     0   728 1542 12260 13  4 80  4  0 2021-12-09 10:10:32
 0  0      0 5085528 108444 1302800    0    0     0     0  869 5894  5  3 92  0  0 2021-12-09 10:10:33
 0  0      0 5085292 108496 1302880    0    0     0   672 1456 11162 13  4 79  4  0 2021-12-09 10:10:34
 8  0      0 5085276 108496 1302880    0    0     0     4 1147 7173  5  4 92  0  0 2021-12-09 10:10:35
 0  0      0 5085780 108496 1302880    0    0     0     0  683 4708  3  1 96  0  0 2021-12-09 10:10:36
 0  0      0 5085780 108548 1302912    0    0     0   760 1610 11303 13  4 79  4  0 2021-12-09 10:10:37
 0  0      0 5085780 108548 1302988    0    0     0     0  991 6339  4  2 94  0  0 2021-12-09 10:10:38
 0  1      0 5085780 108556 1302996    0    0     0    96  870 6616  5  2 92  1  0 2021-12-09 10:10:39
 0  0      0 5085780 108608 1303068    0    0     0   632 1397 10790 11  4 81  5  0 2021-12-09 10:10:40
 1  0      0 5085528 108608 1303072    0    0     0   320  920 6123  4  5 91  1  0 2021-12-09 10:10:41
 1  0      0 5085528 108672 1303104    0    0     0   772 1458 9711  9  3 83  5  0 2021-12-09 10:10:42
 0  0      0 5085276 108672 1303164    0    0     0     0  958 6013  4  2 95  0  0 2021-12-09 10:10:43
 0  0      0 5085528 108672 1303164    0    0     0     0 1053 7371  5  3 92  0  0 2021-12-09 10:10:44
 2  0      0 5085528 108724 1303240    0    0     0   704 1372 10324 13  5 78  5  0 2021-12-09 10:10:45
 0  0      0 5085528 108724 1303244    0    0     0    12  699 5313  4  2 94  0  0 2021-12-09 10:10:46
 0  1      0 5085276 108744 1303292    0    0     0   384 1032 7463  8  3 85  5  0 2021-12-09 10:10:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 5084520 108784 1303336    0    0     0   340 1017 8989 13  7 70 10  0 2021-12-09 10:10:48
 0  0      0 5084520 108784 1303340    0    0     0     0 1017 7138  5  5 91  0  0 2021-12-09 10:10:49
 1  0      0 5086376 108828 1303296    0    0     0   696 1472 11403 13  6 76  5  0 2021-12-09 10:10:50
 0  0      0 5086284 108828 1303424    0    0     0     0  732 6864  9  4 87  0  0 2021-12-09 10:10:51
 0  0      0 5086056 108828 1303424    0    0     0     0 1059 7235  4  2 95  0  0 2021-12-09 10:10:52
 0  0      0 5086032 108868 1303504    0    0     0   684 1435 11362 11  7 78  4  0 2021-12-09 10:10:53
 0  0      0 5085268 108868 1303504    0    0     0     0  863 6035  8  3 89  0  0 2021-12-09 10:10:54
 0  0      0 5084520 108868 1303504    0    0     0     0 1013 7125  8  3 88  0  0 2021-12-09 10:10:55
 0  0      0 5084772 108940 1303600    0    0     0   828 1560 11707 12  6 78  4  0 2021-12-09 10:10:56
 0  0      0 5084504 108940 1303604    0    0     0     0 1011 6795  6  3 91  0  0 2021-12-09 10:10:57
 0  0      0 5084496 108980 1303624    0    0     0   764 1379 10457 11  5 78  6  0 2021-12-09 10:10:58
 1  0      0 5084764 108980 1303676    0    0     0     4  737 6125  5  3 92  0  0 2021-12-09 10:10:59
 0  0      0 5084268 108980 1303676    0    0     0     0  773 6069  4  2 94  0  0 2021-12-09 10:11:00
 0  0      0 5084016 109076 1303772    0    0     0   744 1499 11259 13  4 79  4  0 2021-12-09 10:11:01
 0  0      0 5083504 109076 1303772    0    0     0     0  549 5216  3  3 95  0  0 2021-12-09 10:11:02
 4  1      0 5083512 109092 1303800    0    0     0   184  809 7078  5  5 88  2  0 2021-12-09 10:11:03
 0  0      0 5084440 109160 1303860    0    0     0   556 1555 11583 12  6 79  4  0 2021-12-09 10:11:04
 0  0      0 5084520 109160 1303860    0    0     0     4  691 5900  5  3 92  0  0 2021-12-09 10:11:05
 0  0      0 5084520 109204 1303816    0    0     0   736 1242 9403 11  3 81  5  0 2021-12-09 10:11:06
 2  0      0 5084772 109204 1303948    0    0     0     0 1027 6919  8  3 89  0  0 2021-12-09 10:11:07
 0  0      0 5084772 109204 1303948    0    0     0     0  857 5877  3  2 95  0  0 2021-12-09 10:11:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 5084772 109280 1304028    0    0     0   708 1491 10954 13  6 77  5  0 2021-12-09 10:11:09
 0  0      0 5084772 109280 1304028    0    0     0     0  876 5659  4  2 94  0  0 2021-12-09 10:11:10
11  0      0 5084520 109344 1304084    0    0     0   584 1186 8714  8  4 86  3  0 2021-12-09 10:11:11
 4  0      0 5084500 109364 1304116    0    0     0   160  914 7021  6  2 92  1  0 2021-12-09 10:11:12
 0  0      0 5084520 109364 1304116    0    0     0     0  903 5735  3  3 94  0  0 2021-12-09 10:11:13
 0  0      0 5084228 109432 1304048    0    0     0   764 1647 12190 17  5 73  5  0 2021-12-09 10:11:14
 1  0      0 5084520 109432 1304228    0    0     0     0  964 6991  6  3 91  0  0 2021-12-09 10:11:15
 0  0      0 5084520 109432 1304228    0    0     0     0  461 4865  4  1 95  0  0 2021-12-09 10:11:16
 0  0      0 5083008 109512 1304308    0    0     0   956 1210 10118 10  7 78  5  0 2021-12-09 10:11:17
 0  0      0 5082504 109512 1304308    0    0     0     0  758 5977  5  2 94  0  0 2021-12-09 10:11:18
 0  0      0 5081748 109564 1304412    0    0     0   724 1333 10182 13  5 78  5  0 2021-12-09 10:11:19
 0  0      0 5083156 109564 1304412    0    0     0     0  786 5705  5  3 93  0  0 2021-12-09 10:11:20
 0  0      0 5082756 109564 1304416    0    0     0     0  838 5853  5  3 93  0  0 2021-12-09 10:11:21
 3  0      0 5084460 109628 1304392    0    0     0   748 1846 12545 11  6 79  5  0 2021-12-09 10:11:22
 0  0      0 5084268 109628 1304512    0    0     0     4  615 5425  4  3 93  0  0 2021-12-09 10:11:23
 1  0      0 5084268 109628 1304512    0    0     0     0  675 5795  6  2 92  0  0 2021-12-09 10:11:24
 0  0      0 5084780 109696 1304604    0    0     0   688 1474 10599 11  6 80  4  0 2021-12-09 10:11:25
 0  0      0 5084748 109696 1304604    0    0     0     0  629 5168  5  3 93  0  0 2021-12-09 10:11:26
 0  0      0 5084772 109724 1304632    0    0     0   700 1515 10768 11  6 80  5  0 2021-12-09 10:11:27
 0  0      0 5085008 109724 1304684    0    0     0     0 1058 7028  3  3 94  0  0 2021-12-09 10:11:28
 0  0      0 5085008 109724 1304688    0    0     0     4  679 5765  5  4 91  0  0 2021-12-09 10:11:29
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 5084512 109788 1304732    0    0     0   708 1606 10949 12  5 79  5  0 2021-12-09 10:11:30
 0  0      0 5084552 109788 1304780    0    0     0     0 1279 8515  5  5 90  0  0 2021-12-09 10:11:31
 2  1      0 5084008 109808 1304796    0    0     0   528 1316 8691  8  5 82  5  0 2021-12-09 10:11:32
 0  0      0 5083268 109812 1304872    0    0     0   288 1110 7861 11  5 84  1  0 2021-12-09 10:11:33
 0  0      0 5083512 109812 1304872    0    0     0     0  974 7044  6  4 90  0  0 2021-12-09 10:11:34
 1  0      0 5084228 109852 1304892    0    0     0   736 1349 11881 15  9 73  4  0 2021-12-09 10:11:35
 0  0      0 5084268 109852 1304956    0    0     0     0  679 6033 10  4 86  0  0 2021-12-09 10:11:36
 0  0      0 5084252 109852 1304960    0    0     0     8  751 5437  4  3 94  0  0 2021-12-09 10:11:37
 1  0      0 5084016 109876 1305052    0    0     0   712 1683 11527 12  6 78  5  0 2021-12-09 10:11:38
 0  0      0 5083980 109876 1305052    0    0     0     0 1044 6673  4  3 93  0  0 2021-12-09 10:11:39
10  0      0 5083512 109916 1305116    0    0     0   524 1126 8795  9  5 82  4  0 2021-12-09 10:11:40
 0  0      0 5084168 109936 1305140    0    0     0   188 1091 8661  8  4 87  1  0 2021-12-09 10:11:41
 0  0      0 5084016 109936 1305148    0    0     0     4  517 4797  3  2 95  0  0 2021-12-09 10:11:42
 0  0      0 5083764 109960 1305124    0    0     0   740 1159 8872 10  5 79  6  0 2021-12-09 10:11:43
 0  0      0 5082504 109960 1305240    0    0     0     0  659 5563  7  3 90  0  0 2021-12-09 10:11:44
 0  0      0 5082268 109960 1305244    0    0     0     0  684 6138  6  2 92  0  0 2021-12-09 10:11:45
 0  0      0 5085024 110012 1305320    0    0     0   724 1465 10848 14  5 77  4  0 2021-12-09 10:11:46
 0  0      0 5084520 110012 1305320    0    0     0   252  743 6149  5  2 93  0  0 2021-12-09 10:11:47
 0  0      0 5083748 110064 1305416    0    0     0   728 1276 10525 11  6 78  5  0 2021-12-09 10:11:48
 7  0      0 5084016 110064 1305416    0    0     0     0  690 6384  6  2 92  0  0 2021-12-09 10:11:49
 0  0      0 5083764 110064 1305416    0    0     0     0  817 5392  3  2 95  0  0 2021-12-09 10:11:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 5083512 110104 1305528    0    0     0   800 1783 12686 15  7 74  4  0 2021-12-09 10:11:51
 2  0      0 5083512 110104 1305528    0    0     0    12  718 5398  3  2 95  0  0 2021-12-09 10:11:52
 9  0      0 5083512 110144 1305560    0    0     0   344  984 7568  7  3 88  3  0 2021-12-09 10:11:53
 0  0      0 5082756 110164 1305612    0    0     0   440 1055 8660 13  5 80  1  0 2021-12-09 10:11:54
 0  0      0 5083008 110164 1305604    0    0     0     0  968 7301  6  3 90  0  0 2021-12-09 10:11:55
 0  0      0 5082756 110228 1305656    0    0     0   752 1503 11585 14  4 75  7  0 2021-12-09 10:11:56
 0  0      0 5082756 110228 1305716    0    0     0     0  805 6007  6  3 92  0  0 2021-12-09 10:11:57
 0  0      0 5082504 110228 1305720    0    0     0    20  952 7165  3  4 93  0  0 2021-12-09 10:11:58
 0  0      0 5082504 110276 1305800    0    0     0   676 1287 9985 10  5 72 13  0 2021-12-09 10:11:59
 0  0      0 5082504 110276 1305800    0    0     0     0  638 5376  4  3 93  0  0 2021-12-09 10:12:01
 0  0      0 5082504 110276 1305804    0    0     0     0  653 5269  5  2 93  0  0 2021-12-09 10:12:02
 0  0      0 5082756 110328 1305896    0    0     0   708 1431 10757 11  6 77  5  0 2021-12-09 10:12:02
 0  0      0 5082244 110328 1305896    0    0     0    76  777 6123  7  4 90  0  0 2021-12-09 10:12:03
 0  0      0 5082492 110396 1305924    0    0     0   776 1253 11257 16  6 75  4  0 2021-12-09 10:12:05
 0  0      0 5082232 110396 1305980    0    0     0     4  936 6890  6  3 91  0  0 2021-12-09 10:12:05
 0  0      0 5082504 110396 1305980    0    0     0     0  860 6258  6  3 92  0  0 2021-12-09 10:12:07
 0  0      0 5082268 110452 1305924    0    0     0   720 1021 10057 11  6 78  6  0 2021-12-09 10:12:07
 0  0      0 5082252 110452 1306080    0    0     0     8  978 7512  7  1 92  0  0 2021-12-09 10:12:09
 0  0      0 5081748 110452 1306080    0    0     0     0  793 5781  5  3 92  0  0 2021-12-09 10:12:10
 0  0      0 5080488 110532 1306196    0    0     0   732 1618 11251 14  7 74  5  0 2021-12-09 10:12:11
 0  0      0 5080200 110532 1306196    0    0     0     0  865 6206  4  3 93  0  0 2021-12-09 10:12:12
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 5080236 110592 1306288    0    0     0   724 1405 10717  8  5 81  6  0 2021-12-09 10:12:13
 0  0      0 5082252 110592 1306288    0    0     0     0  836 5922  8  2 91  0  0 2021-12-09 10:12:14
 1  0      0 5080388 110592 1306292    0    0     0     0  963 6460  5  4 91  0  0 2021-12-09 10:12:15
 1  0      0 5081224 110644 1306376    0    0     0   728 1431 10529 17  5 74  4  0 2021-12-09 10:12:16
 0  0      0 5080732 110644 1306404    0    0     0     0  681 5665  4  2 94  0  0 2021-12-09 10:12:17
