Linux 5.11.0-1022-azure (MsVM9) 	12/09/21 	_x86_64_	(2 CPU)

09:49:16        CPU     %user     %nice   %system   %iowait    %steal     %idle
09:49:59        all      2.99      0.00      3.98      0.00      0.00     93.03
09:50:00        all      6.09      0.00      4.57      0.00      0.00     89.34
09:50:01        all     13.24      0.00      2.94      0.00      0.00     83.82
09:50:02        all      4.04      0.00      2.02      4.55      0.00     89.39
09:50:03        all      7.07      0.00      5.05      3.54      0.00     84.34
09:50:04        all      6.00      0.00      3.50      1.50      0.00     89.00
09:50:05        all      4.93      0.00      4.43      0.00      0.00     90.64
09:50:06        all      3.03      0.00      3.03      0.00      0.00     93.94
09:50:07        all      5.50      0.00      2.50      0.00      0.00     92.00
09:50:08        all      3.98      0.00      3.48      0.00      0.00     92.54
09:50:09        all      3.98      0.00      2.49      0.00      0.00     93.53
09:50:10        all      6.57      0.00      4.55      0.00      0.00     88.89
09:50:11        all      7.50      0.00      3.50      0.00      0.00     89.00
09:50:12        all     10.95      0.00      4.98      3.48      0.00     80.60
09:50:13        all      8.21      0.00      1.54      0.00      0.00     90.26
09:50:14        all      4.48      0.00      4.48      0.00      0.00     91.04
09:50:15        all      3.57      0.00      1.53      0.00      0.00     94.90
09:50:16        all      4.50      0.00      3.50      0.00      0.00     92.00
09:50:17        all      4.06      0.00      1.52      0.00      0.00     94.42
09:50:18        all      4.10      0.00      3.59      0.00      0.00     92.31
09:50:19        all      4.00      0.00      2.50      0.00      0.00     93.50
09:50:20        all     10.40      0.00      6.93      3.96      0.00     78.71
09:50:21        all      5.05      0.00      1.52      0.00      0.00     93.43
09:50:22        all      3.54      0.00      3.03      0.00      0.00     93.43
09:50:23        all      5.56      0.00      3.54      0.00      0.00     90.91
09:50:24        all      3.06      0.00      1.53      0.00      0.00     95.41
09:50:25        all      4.98      0.00      2.49      0.00      0.00     92.54
09:50:26        all      5.61      0.00      5.61      0.00      0.00     88.78
09:50:27        all      4.06      0.00      1.52      0.00      0.00     94.42
09:50:28        all     12.56      0.00      5.03      5.03      0.00     77.39
09:50:29        all      3.45      0.00      2.96      0.00      0.00     93.60
09:50:30        all      5.58      0.00      2.54      0.00      0.00     91.88
09:50:31        all      7.11      0.00      7.61      0.00      0.00     85.28
09:50:32        all      3.06      0.00      1.53      0.00      0.00     95.41
09:50:33        all      6.47      0.00      3.48      0.00      0.00     90.05
09:50:34        all      5.05      0.00      2.53      0.00      0.00     92.42
09:50:35        all      3.50      0.00      3.00      0.00      0.00     93.50
09:50:36        all      9.23      0.00      4.62      4.62      0.00     81.54
09:50:37        all      2.50      0.00      3.50      0.00      0.00     94.00
09:50:38        all      6.03      0.00      4.52      0.00      0.00     89.45
09:50:39        all      4.41      0.00      3.92      0.00      0.00     91.67
09:50:40        all      4.50      0.00      4.50      0.00      0.00     91.00
09:50:41        all      4.52      0.00      2.01      0.00      0.00     93.47
09:50:42        all      5.53      0.00      4.02      0.00      0.00     90.45
09:50:43        all      5.64      0.00      1.03      0.00      0.00     93.33
09:50:44        all      3.05      0.00      2.03      0.51      0.00     94.42
09:50:45        all      9.45      0.00      5.97      3.98      0.00     80.60
09:50:46        all      7.00      0.00      3.50      0.00      0.00     89.50
09:50:47        all      4.52      0.00      2.51      0.00      0.00     92.96
09:50:48        all      4.04      0.00      3.03      0.00      0.00     92.93
09:50:49        all      3.50      0.00      3.00      0.00      0.00     93.50
09:50:50        all      8.00      0.00      3.50      0.00      0.00     88.50
09:50:51        all      9.60      0.00      5.56      0.00      0.00     84.85
09:50:52        all      4.06      0.00      1.02      0.00      0.00     94.92
09:50:53        all      4.98      0.00      1.49      0.00      0.00     93.53
09:50:54        all      2.00      0.00      3.00      0.00      0.00     95.00
09:50:55        all      4.02      0.00      2.51      0.00      0.00     93.47
Linux 5.11.0-1022-azure (MsVM9) 	12/09/21 	_x86_64_	(2 CPU)
