procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 4816912 125416 1508680    0    0     0     0  595 4907  2  2 97  0  0 2021-12-09 12:41:44
 0  0      0 4816676 125424 1508844    0    0     0   776 1565 11269 12  4 79  5  0 2021-12-09 12:41:45
 0  0      0 4816676 125424 1508844    0    0     0     0  906 6744  6  3 91  0  0 2021-12-09 12:41:46
 0  0      0 4816928 125424 1508848    0    0     0     0  634 5113  4  2 94  0  0 2021-12-09 12:41:47
 1  0      0 4816676 125436 1508864    0    0     0   732 1545 11108  9  4 82  5  0 2021-12-09 12:41:48
 0  0      0 4816928 125436 1508984    0    0     0     0  866 6682  5  4 92  0  0 2021-12-09 12:41:49
 0  0      0 4816180 125448 1508972    0    0     0   756 1342 9623 13  4 79  5  0 2021-12-09 12:41:50
 2  0      0 4816424 125448 1509128    0    0     0     4  987 6519  6  4 91  0  0 2021-12-09 12:41:51
 1  0      0 4816888 125448 1509132    0    0     0     0  999 6624  3  3 94  0  0 2021-12-09 12:41:52
 0  0      0 4816172 125460 1509296    0    0     0   824 1573 10908 10  6 80  4  0 2021-12-09 12:41:53
 0  0      0 4815676 125460 1509296    0    0     0     0  930 6227  4  4 93  0  0 2021-12-09 12:41:54
 1  0      0 4814408 125472 1509444    0    0     0   724 1651 11678 12  4 80  5  0 2021-12-09 12:41:55
 4  0      0 4814388 125472 1509448    0    0     0   100  678 4985  4  2 95  0  0 2021-12-09 12:41:56
 6  0      0 4815416 125472 1509508    0    0     0   484 1319 9933  7  2 87  5  0 2021-12-09 12:41:57
 0  0      0 4813400 125476 1509608    0    0     0   348  922 8192 10  4 85  1  0 2021-12-09 12:41:58
 0  0      0 4812624 125476 1509608    0    0     0     0  887 6194  5  3 93  0  0 2021-12-09 12:41:59
 0  0      0 4813148 125480 1509668    0    0     0   760 1353 10646 12  6 78  4  0 2021-12-09 12:42:00
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4813148 125480 1509772    0    0     0   296  756 5379  4  3 93  1  0 2021-12-09 12:42:01
 0  0      0 4813400 125484 1509928    0    0     0   840 1436 11291 12  4 79  5  0 2021-12-09 12:42:02
 0  0      0 4813884 125484 1509920    0    0     0     4  718 5497  4  2 95  0  0 2021-12-09 12:42:03
 0  0      0 4815416 125484 1509924    0    0     0     0 1009 7574  5  4 91  0  0 2021-12-09 12:42:04
 0  0      0 4815416 125500 1510056    0    0     0   792 1471 10303 11  6 80  4  0 2021-12-09 12:42:05
 0  0      0 4815416 125500 1510060    0    0     0     0  962 6884  6  2 92  0  0 2021-12-09 12:42:06
 0  0      0 4815416 125508 1510224    0    0     0   796 1620 11098 11  5 78  6  0 2021-12-09 12:42:07
 0  0      0 4815164 125508 1510228    0    0     0     0  755 6027  5  2 93  0  0 2021-12-09 12:42:08
 0  0      0 4815132 125508 1510228    0    0     0     4  726 5515  5  3 92  0  0 2021-12-09 12:42:09
 0  0      0 4814912 125520 1510380    0    0     0   776 1507 12137 13  7 73  7  0 2021-12-09 12:42:10
 0  0      0 4814920 125520 1510384    0    0     0     0  810 5861  4  1 95  0  0 2021-12-09 12:42:11
 1  0      0 4813148 125520 1510468    0    0     0   740 1437 10527 11  5 80  5  0 2021-12-09 12:42:12
 0  0      0 4813148 125520 1510524    0    0     0     0  781 5659  2  2 96  0  0 2021-12-09 12:42:13
 4  1      0 4813140 125540 1510544    0    0     0   416 1138 8441  7  1 89  3  0 2021-12-09 12:42:14
 0  0      0 4813592 125544 1510684    0    0     0   348 1061 8288  9  4 86  2  0 2021-12-09 12:42:15
 0  0      0 4813660 125544 1510688    0    0     0     0  761 5435  3  2 96  0  0 2021-12-09 12:42:16
 0  0      0 4813140 125560 1510832    0    0     0   744 1248 10048 14  4 77  6  0 2021-12-09 12:42:17
 1  0      0 4812392 125560 1510840    0    0     0     0 1045 7229  5  3 92  0  0 2021-12-09 12:42:18
 3  0      0 4812372 125576 1510936    0    0     0   796 1575 11651 14  4 76  6  0 2021-12-09 12:42:19
 0  0      0 4812376 125576 1511016    0    0     0     0  944 6424  6  3 92  0  0 2021-12-09 12:42:20
 0  0      0 4812116 125576 1511016    0    0     0     4  853 5545  5  2 93  0  0 2021-12-09 12:42:21
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4810628 125588 1511168    0    0     0   740 1503 13432 15  8 71  6  0 2021-12-09 12:42:22
 0  0      0 4810628 125588 1511168    0    0     0     0  775 5944  3  2 95  0  0 2021-12-09 12:42:23
 0  0      0 4809872 125616 1511324    0    0     0   708 1237 9513 10  5 81  5  0 2021-12-09 12:42:24
 0  0      0 4809368 125616 1511328    0    0     0     0  903 6822  4  4 92  0  0 2021-12-09 12:42:25
 0  0      0 4809368 125616 1511328    0    0     0     0  679 5483  5  1 94  0  0 2021-12-09 12:42:26
 0  0      0 4811636 125628 1511496    0    0     0   832 1731 12099 11  6 78  5  0 2021-12-09 12:42:27
 0  0      0 4812544 125628 1511496    0    0     0     0  508 5227  4  2 95  0  0 2021-12-09 12:42:28
 0  0      0 4809620 125668 1511660    0    0     0   780 1288 9708 15  3 80  3  0 2021-12-09 12:42:29
 1  0      0 4809620 125668 1511660    0    0     0     0  958 6276  6  4 91  0  0 2021-12-09 12:42:30
 0  1      0 4810628 125668 1511676    0    0     0    72 1272 9123  6  6 88  1  0 2021-12-09 12:42:31
 1  0      0 4809368 125668 1511832    0    0     0   780 1574 10878 13  5 75  7  0 2021-12-09 12:42:32
 0  0      0 4810376 125668 1511836    0    0     0     4  779 5994  4  1 95  0  0 2021-12-09 12:42:33
 1  0      0 4810096 125688 1512164    0    0     0  1852 1964 14839 19  7 64 11  0 2021-12-09 12:42:34
 3  0      0 4810100 125688 1512228    0    0     0     0  941 6449  4  3 94  0  0 2021-12-09 12:42:35
 0  1      0 4810820 125688 1512228    0    0     0   220  529 5604  3  3 92  3  0 2021-12-09 12:42:36
 0  0      0 4810880 125696 1512392    0    0     0   944 1244 10525 10  5 82  3  0 2021-12-09 12:42:37
 1  0      0 4813316 125696 1509492    0    0     0     0  879 6375  4  4 93  0  0 2021-12-09 12:42:38
 0  0      0 4811888 125700 1509456    0    0     0   908 1463 10119 13  4 76  7  0 2021-12-09 12:42:39
 0  0      0 4811636 125700 1509456    0    0     0     0 1028 6158  6  2 92  0  0 2021-12-09 12:42:40
 0  1      0 4810628 125704 1509560    0    0     0   592 1530 10467  9  4 83  4  0 2021-12-09 12:42:41
 0  0      0 4811768 125708 1509612    0    0     0   140 1129 8326  7  5 86  3  0 2021-12-09 12:42:42
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4813400 125708 1509612    0    0     0     0 1065 6707  4  3 94  0  0 2021-12-09 12:42:43
 0  0      0 4812140 125712 1509720    0    0     0   760 1490 10057 13  4 78  6  0 2021-12-09 12:42:44
 0  0      0 4812140 125712 1509780    0    0     0     4  757 5201  5  2 93  0  0 2021-12-09 12:42:45
 0  0      0 4811888 125720 1509928    0    0     0   832 1845 13567 15  5 74  6  0 2021-12-09 12:42:46
 0  0      0 4811636 125720 1509928    0    0     0     0  814 6172  5  3 93  0  0 2021-12-09 12:42:47
 0  0      0 4811636 125720 1509928    0    0     0     0  511 4801  3  4 93  0  0 2021-12-09 12:42:48
 0  0      0 4812140 125732 1510096    0    0     0   768 1275 11273 13  6 75  7  0 2021-12-09 12:42:49
 0  0      0 4812660 125732 1510096    0    0     0     0  860 6131  5  3 92  0  0 2021-12-09 12:42:50
 4  0      0 4811384 125736 1510252    0    0     0   792 1520 11103 11  6 78  6  0 2021-12-09 12:42:51
 0  0      0 4812080 125736 1510252    0    0     0     0  976 6862  6  2 92  0  0 2021-12-09 12:42:52
 1  0      0 4812140 125736 1510256    0    0     0     0  636 5152  4  1 95  0  0 2021-12-09 12:42:53
 0  0      0 4811132 125744 1510420    0    0     0   772 1659 11843 14  4 78  5  0 2021-12-09 12:42:54
 0  0      0 4811364 125744 1510420    0    0     0     0  841 5984  2  2 96  0  0 2021-12-09 12:42:55
 0  0      0 4809116 125748 1510480    0    0     0   796 1405 11544 15  7 74  5  0 2021-12-09 12:42:56
 0  0      0 4810556 125748 1510580    0    0     0     4  896 6587  4  3 93  0  0 2021-12-09 12:42:57
 0  1      0 4811828 125748 1510592    0    0     0   140  813 6398  5  2 93  1  0 2021-12-09 12:42:58
 0  0      0 4811344 125748 1510724    0    0     0   704 1635 11731 12  6 76  5  0 2021-12-09 12:42:59
 0  0      0 4811376 125748 1510724    0    0     0     0  836 6526  8  2 90  0  0 2021-12-09 12:43:00
 0  0      0 4810060 125752 1510796    0    0     0   788 1314 10575 13  5 78  4  0 2021-12-09 12:43:01
 0  0      0 4811392 125752 1510892    0    0     0     0  874 6328  5  3 92  0  0 2021-12-09 12:43:02
 5  0      0 4811840 125768 1510884    0    0     0   500 1283 9294  7  4 85  4  0 2021-12-09 12:43:03
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 4810576 125772 1511044    0    0     0   328 1134 8103  9  4 86  2  0 2021-12-09 12:43:04
 0  0      0 4811584 125772 1511048    0    0     0     0  657 5317  3  3 94  0  0 2021-12-09 12:43:05
 0  0      0 4810880 125776 1511108    0    0     0   772 1505 12479 12  5 78  5  0 2021-12-09 12:43:06
 0  0      0 4810864 125776 1511220    0    0     0     0  615 5083  5  2 94  0  0 2021-12-09 12:43:07
 0  0      0 4808612 125796 1511292    0    0     0   828 1230 8864  9  5 83  3  0 2021-12-09 12:43:08
 0  0      0 4808888 125796 1511368    0    0     0     4  686 6024  5  3 92  0  0 2021-12-09 12:43:09
 0  0      0 4810568 125796 1511372    0    0     0     0 1103 8039  8  3 90  0  0 2021-12-09 12:43:10
 3  0      0 4841876 125800 1511536    0    0     0   792 1452 10501 17  7 72  5  0 2021-12-09 12:43:11
 0  0      0 4841876 125800 1511536    0    0     0     0  642 5558  4  2 94  0  0 2021-12-09 12:43:12
 0  0      0 4838600 125808 1511696    0    0     0  1152 1241 10489 12  5 77  7  0 2021-12-09 12:43:13
 0  0      0 4838600 125808 1511700    0    0     0     0  732 6454  5  2 93  0  0 2021-12-09 12:43:14
 0  0      0 4839608 125808 1511700    0    0     0     4  648 5116  2  3 96  0  0 2021-12-09 12:43:15
 0  0      0 4836584 125812 1511844    0    0     0   736 1258 10153 12  6 78  5  0 2021-12-09 12:43:16
 1  0      0 4838340 125812 1511844    0    0     0     0  674 5409  4  2 95  0  0 2021-12-09 12:43:17
 4  0      0 4835316 125812 1511964    0    0     0   752 1326 10971 17  5 73  5  0 2021-12-09 12:43:18
 0  0      0 4835324 125812 1512024    0    0     0     0  489 4859  4  2 94  0  0 2021-12-09 12:43:19
 0  1      0 4837240 125812 1512032    0    0     0   224  729 6413  7  3 88  3  0 2021-12-09 12:43:20
 0  0      0 4835828 125816 1512168    0    0     0   604 1443 11491 15  3 79  3  0 2021-12-09 12:43:21
 0  0      0 4836584 125816 1512172    0    0     0     0  849 6168  5  3 93  0  0 2021-12-09 12:43:22
 0  0      0 4837068 125824 1512264    0    0     0   808 1577 10921 11  5 79  6  0 2021-12-09 12:43:23
 0  0      0 4838328 125824 1512340    0    0     0     0  595 4916  3  2 95  0  0 2021-12-09 12:43:24
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  1      0 4838600 125824 1512472    0    0     0   548 1333 9882  9  4 85  3  0 2021-12-09 12:43:25
 0  0      0 4838076 125828 1512492    0    0     0   204 1313 9650 11  4 83  2  0 2021-12-09 12:43:26
 0  0      0 4838096 125828 1512496    0    0     0     4  756 5314  4  2 94  0  0 2021-12-09 12:43:27
 0  0      0 4834820 125844 1512668    0    0     0   808 1542 11180 10  4 80  6  0 2021-12-09 12:43:28
 0  0      0 4837340 125844 1512668    0    0     0     0 1005 6638  5  3 93  0  0 2021-12-09 12:43:29
 0  0      0 4834316 125856 1512820    0    0     0   812 1356 11732 17  4 74  5  0 2021-12-09 12:43:30
 0  0      0 4833836 125856 1512820    0    0     0     0 1337 8939  8  7 85  0  0 2021-12-09 12:43:31
 0  0      0 4835324 125856 1512820    0    0     0     0  737 6102  3  2 95  0  0 2021-12-09 12:43:32
 1  0      0 4836836 125864 1512976    0    0     0   788 1438 11015 13  5 79  4  0 2021-12-09 12:43:33
 0  0      0 4837572 125864 1512980    0    0     0     0  727 5940  5  2 93  0  0 2021-12-09 12:43:34
 0  0      0 4835072 125872 1513144    0    0     0   796 1566 10445 10  6 78  6  0 2021-12-09 12:43:35
 0  0      0 4836040 125872 1513144    0    0     0     0  898 5825  5  2 93  0  0 2021-12-09 12:43:36
 0  0      0 4836080 125872 1513144    0    0     0     0 1031 6772  4  3 93  0  0 2021-12-09 12:43:37
 0  0      0 4833772 125880 1513308    0    0     0   776 1297 10687 15  5 76  5  0 2021-12-09 12:43:38
 0  0      0 4836020 125880 1513308    0    0     0    28  872 6499  6  3 91  0  0 2021-12-09 12:43:39
 0  0      0 4833540 125900 1513720    0    0     0  2016 1703 13039 16  7 67 10  0 2021-12-09 12:43:40
 0  0      0 4835508 125900 1513720    0    0     0     0  774 6104  5  2 93  0  0 2021-12-09 12:43:41
 8  1      0 4835792 125908 1513736    0    0     0   316  906 7288  7  3 86  3  0 2021-12-09 12:43:42
 0  0      0 4834064 125920 1513872    0    0     0   552 1375 9605 13  4 80  4  0 2021-12-09 12:43:43
 0  0      0 4837332 125920 1510744    0    0     0   332  769 6183  4  3 91  2  0 2021-12-09 12:43:44
 1  0      0 4838328 125932 1510856    0    0     0   884 1361 10829 12  6 75  7  0 2021-12-09 12:43:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4838372 125932 1510920    0    0     0     0  810 5899  5  4 91  0  0 2021-12-09 12:43:46
 4  1      0 4836080 125940 1510924    0    0     0   576  987 8155  9  3 86  3  0 2021-12-09 12:43:47
 0  0      0 4835556 125940 1511076    0    0     0   260 1169 8128 10  5 84  2  0 2021-12-09 12:43:48
 1  0      0 4837624 125940 1511076    0    0     0     0  754 6121  6  1 93  0  0 2021-12-09 12:43:49
 0  0      0 4837544 125952 1511212    0    0     0   788 1323 10388 17  2 77  5  0 2021-12-09 12:43:50
 0  0      0 4838320 125952 1511224    0    0     0     4  738 6274  6  3 92  0  0 2021-12-09 12:43:51
 0  0      0 4839572 125952 1511324    0    0     0   768 1475 11740 11  4 80  5  0 2021-12-09 12:43:52
 0  0      0 4839380 125952 1511400    0    0     0     0  599 5296  4  2 95  0  0 2021-12-09 12:43:53
 0  0      0 4839104 125952 1511400    0    0     0     0  676 5767  5  2 93  0  0 2021-12-09 12:43:54
 0  0      0 4839104 125956 1511552    0    0     0   744 1790 12714 11  5 80  5  0 2021-12-09 12:43:55
 0  0      0 4838844 125956 1511552    0    0     0     0  873 5679  4  2 94  0  0 2021-12-09 12:43:56
 5  0      0 4836332 125964 1511704    0    0     0   744 1215 10192 11  5 78  6  0 2021-12-09 12:43:57
 0  0      0 4837844 125964 1511708    0    0     0     0  816 6711  6  4 91  0  0 2021-12-09 12:43:58
 3  0      0 4839044 125964 1511712    0    0     0    40  813 6213  4  4 92  0  0 2021-12-09 12:43:59
 0  0      0 4839104 125976 1511864    0    0     0   812 1452 10214 12  5 78  5  0 2021-12-09 12:44:00
 0  0      0 4839104 125976 1511864    0    0     0     0  539 4937  4  3 94  0  0 2021-12-09 12:44:01
 0  0      0 4839104 125992 1512028    0    0     0   736 1508 11315 14  8 73  5  0 2021-12-09 12:44:02
 0  0      0 4838348 125992 1512032    0    0     0     4  921 5522  3  2 94  0  0 2021-12-09 12:44:03
 0  1      0 4837088 126004 1512060    0    0     0   260  616 5549  4  4 91  3  0 2021-12-09 12:44:04
 0  0      0 4835032 126004 1512188    0    0     0   516 1239 11150 12  6 78  4  0 2021-12-09 12:44:05
 0  0      0 4836080 126004 1512188    0    0     0     0  999 7158  7  4 89  0  0 2021-12-09 12:44:06
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4834064 126016 1512340    0    0     0   752 1572 10762 11  5 81  4  0 2021-12-09 12:44:07
 0  0      0 4835748 126016 1512340    0    0     0     0  855 5358  4  3 93  0  0 2021-12-09 12:44:08
 9  0      0 4834316 126020 1512420    0    0     0   616 1280 8822  8  5 84  3  0 2021-12-09 12:44:09
 0  0      0 4831688 126020 1512508    0    0     0   304 1067 7895 12  4 82  2  0 2021-12-09 12:44:10
 0  0      0 4834992 126020 1512512    0    0     0     0 1060 7623  8  3 89  0  0 2021-12-09 12:44:11
 0  0      0 4836832 126032 1512596    0    0     0   764 1565 11892 11  4 79  6  0 2021-12-09 12:44:12
 0  0      0 4837056 126032 1512664    0    0     0     0  646 5279  2  2 96  0  0 2021-12-09 12:44:13
 0  0      0 4834316 126044 1512736    0    0     0   760 1115 10551 13  5 75  8  0 2021-12-09 12:44:14
 0  0      0 4834296 126044 1512820    0    0     0     0  784 6038  5  3 92  0  0 2021-12-09 12:44:15
 0  0      0 4834324 126044 1512820    0    0     0     4  770 5973  4  2 94  0  0 2021-12-09 12:44:16
 1  0      0 4831292 126056 1512976    0    0     0   776 1288 9721 13  7 76  5  0 2021-12-09 12:44:17
 0  0      0 4831744 126056 1512976    0    0     0     0  714 6364  8  2 91  0  0 2021-12-09 12:44:18
 0  0      0 4830788 126064 1513160    0    0     0  1096 1534 11075 14  4 78  5  0 2021-12-09 12:44:19
 0  0      0 4832180 126064 1513164    0    0     0     0  696 6242  6  4 91  0  0 2021-12-09 12:44:20
 0  0      0 4833308 126064 1513164    0    0     0     0  645 5611  4  3 93  0  0 2021-12-09 12:44:21
 0  0      0 4833560 126072 1513308    0    0     0   792 1409 11692 15  6 74  5  0 2021-12-09 12:44:22
 0  0      0 4833560 126072 1513308    0    0     0     0  625 5153  2  2 96  0  0 2021-12-09 12:44:23
 0  0      0 4831544 126076 1513468    0    0     0   784 1263 10596 12  5 79  4  0 2021-12-09 12:44:24
 0  0      0 4832240 126076 1513468    0    0     0     0 1035 6480  2  4 95  0  0 2021-12-09 12:44:25
 0  1      0 4833056 126076 1513480    0    0     0    76 1182 7902  5  4 91  1  0 2021-12-09 12:44:26
 0  0      0 4832180 126076 1513632    0    0     0   736 1402 11079 11  6 80  4  0 2021-12-09 12:44:27
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4833308 126076 1513640    0    0     0     4  855 6275  4  3 93  0  0 2021-12-09 12:44:28
 1  0      0 4833268 126084 1513748    0    0     0   832 1462 11469 12  4 79  5  0 2021-12-09 12:44:29
 1  0      0 4833308 126084 1513804    0    0     0    36  805 7094  8  2 90  0  0 2021-12-09 12:44:30
 0  1      0 4832300 126092 1513796    0    0     0   768 1987 12946 13  8 76  2  0 2021-12-09 12:44:31
 1  0      0 4832048 126092 1513968    0    0     0     0  862 6424  6  2 92  0  0 2021-12-09 12:44:32
 0  0      0 4832048 126092 1513968    0    0     0     0  808 5936  2  3 95  0  0 2021-12-09 12:44:33
 0  0      0 4830536 126112 1514128    0    0     0   812 1764 12551 13  5 77  4  0 2021-12-09 12:44:34
 0  0      0 4831464 126112 1514128    0    0     0     8  635 5064  3  2 95  0  0 2021-12-09 12:44:35
 0  0      0 4831292 126128 1514296    0    0     0   784 1211 8693 10  4 82  4  0 2021-12-09 12:44:36
 2  0      0 4831292 126128 1514296    0    0     0     0  937 6215  5  2 93  0  0 2021-12-09 12:44:37
 3  0      0 4831544 126128 1514296    0    0     0     0  951 6496  5  3 93  0  0 2021-12-09 12:44:38
 1  0      0 4830220 126140 1514456    0    0     0   768 1071 9367 12  5 78  6  0 2021-12-09 12:44:39
 0  0      0 4830768 126144 1514468    0    0     0    40  848 6333  8  4 88  0  0 2021-12-09 12:44:40
 0  0      0 4830284 126156 1514620    0    0     0   808 1435 10446 13  5 77  6  0 2021-12-09 12:44:41
 0  0      0 4832300 126156 1514620    0    0     0     0  919 7480  7  3 90  0  0 2021-12-09 12:44:42
 6  0      0 4832512 126156 1514656    0    0     0   284 1239 7931  5  2 90  3  0 2021-12-09 12:44:43
 3  0      0 4831292 126156 1514788    0    0     0   512 1171 8902 11  4 84  2  0 2021-12-09 12:44:44
 0  0      0 4831796 126156 1514788    0    0     0    20 1024 7223  5  3 93  0  0 2021-12-09 12:44:45
 0  0      0 4831040 126172 1515184    0    0     0  1988 2119 13926 16  6 65 13  0 2021-12-09 12:44:46
 0  0      0 4831032 126172 1515184    0    0     0     0  749 5672  5  3 93  0  0 2021-12-09 12:44:47
10  1      0 4830284 126188 1515268    0    0     0   804 1349 10474 10  5 80  5  0 2021-12-09 12:44:48
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 4830048 126188 1515352    0    0     0     0 1072 7314  8  3 89  0  0 2021-12-09 12:44:49
 0  0      0 4832284 126188 1512208    0    0     0    12  989 7685  8  4 88  0  0 2021-12-09 12:44:50
 0  0      0 4831512 126200 1512272    0    0     0   908 1576 11788 12  5 76  7  0 2021-12-09 12:44:51
 0  0      0 4831760 126200 1512376    0    0     0     4 1097 6856  3  3 94  0  0 2021-12-09 12:44:52
 0  0      0 4830544 126200 1512496    0    0     0   792 1627 10519  8  5 83  5  0 2021-12-09 12:44:53
 0  0      0 4830032 126200 1512544    0    0     0     0  926 6310  8  2 90  0  0 2021-12-09 12:44:54
 0  0      0 4829796 126200 1512544    0    0     0   348  917 5500  3  1 94  2  0 2021-12-09 12:44:55
 0  0      0 4826500 126208 1512620    0    0     0   824 1617 11228 11  5 78  7  0 2021-12-09 12:44:56
 0  0      0 4834708 126208 1512704    0    0     0     0  863 5827  5  4 91  0  0 2021-12-09 12:44:57
 0  0      0 4835072 126212 1512848    0    0     0   720 1596 13213 15  5 73  7  0 2021-12-09 12:44:58
 1  0      0 4834800 126212 1512852    0    0     0     0  695 5972  5  3 92  0  0 2021-12-09 12:44:59
 0  0      0 4834820 126212 1512856    0    0     0    40  990 6166  5  2 93  0  0 2021-12-09 12:45:00
 5  1      0 4809664 126240 1513116    0    0     0  1996 1709 12747 17 11 58 14  0 2021-12-09 12:45:01
 0  0      0 4798248 126240 1513448    0    0   128   700 1912 15654 24 16 55  5  0 2021-12-09 12:45:02
 0  0      0 4795880 126248 1513440    0    0     0   788 1633 14540 12  8 75  6  0 2021-12-09 12:45:03
 0  0      0 4798464 126248 1513600    0    0     0     4 1257 8773  6  4 91  0  0 2021-12-09 12:45:04
 0  0      0 4798012 126248 1513604    0    0     0     0 1074 7651  5  3 92  0  0 2021-12-09 12:45:05
 4  0      0 4798052 126256 1513760    0    0     0   796 2275 15513 17  8 70  5  0 2021-12-09 12:45:06
 3  0      0 4796260 126256 1513836    0    0     0     0 1817 13049  7  6 87  0  0 2021-12-09 12:45:07
 0  0      0 4796256 126260 1513992    0    0     0   764 1569 10690 11  5 80  5  0 2021-12-09 12:45:08
 0  0      0 4796256 126260 1514056    0    0     0     0 1345 9736  5  5 90  0  0 2021-12-09 12:45:09
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  1      0 4796256 126260 1514088    0    0     0   336 1324 10628 11  5 81  3  0 2021-12-09 12:45:10
 0  0      0 4795248 126260 1514208    0    0     0   444 1666 14074 16  8 74  2  0 2021-12-09 12:45:11
 0  0      0 4796236 126260 1514208    0    0     0     0  916 6963  7  4 89  0  0 2021-12-09 12:45:12
 0  0      0 4794744 126260 1514360    0    0     0   768 1803 11845 13  5 75  7  0 2021-12-09 12:45:13
 0  0      0 4794208 126260 1514360    0    0     0     0 1332 9347  7  5 88  0  0 2021-12-09 12:45:14
